Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,"Dec 7, 1975",1:00,,Washington Redskins,W 30-27,L -6.5,@,Atlanta Falcons,,
Sun,"Dec 7, 1975",1:00,@,New England Patriots,L 28-30,L -5.5,,New York Jets,,
Sun,"Dec 7, 1975",1:00,,Baltimore Colts,W 21-0,W -10,@,New York Giants,,
Sun,"Dec 7, 1975",1:00,,Cincinnati Bengals,W 31-0,W -6,@,Philadelphia Eagles,,
Sun,"Dec 7, 1975",1:00,@,Pittsburgh Steelers,W 31-17,L -18,,Cleveland Browns,,
Sun,"Dec 7, 1975",2:00,,Detroit Lions,L 21-25,L -6.5,@,Chicago Bears,,
Sun,"Dec 7, 1975",2:00,@,Kansas City Chiefs,L 20-28,L -7,,San Diego Chargers,,
Sun,"Dec 7, 1975",2:00,@,Minnesota Vikings,W 24-3,W -11.5,,Green Bay Packers,,
Sun,"Dec 7, 1975",2:00,,Los Angeles Rams,W 14-7,L -14,@,New Orleans Saints,,
Sun,"Dec 7, 1975",2:00,@,St Louis Cardinals,W 31-17,W -1,,Dallas Cowboys,,
Sun,"Dec 7, 1975",4:00,,Buffalo Bills,L 21-31,L -3,@,Miami Dolphins,,
Sun,"Dec 7, 1975",4:00,,Houston Oilers,W 27-13,W -2.5,@,San Francisco 49ers,,
Mon,"Dec 8, 1975",9:00,@,Oakland Raiders,W 17-10,L -13.5,,Denver Broncos,,
