Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Oct 12, 1975",1:00,@,Cincinnati Bengals,W 27-10,W -10,,New England Patriots,,
Sun,"Oct 12, 1975",1:00,,Houston Oilers,W 40-10,W -6.5,@,Cleveland Browns,,
Sun,"Oct 12, 1975",1:00,@,Detroit Lions,W 27-7,W -7,,Chicago Bears,,
Sun,"Oct 12, 1975",1:00,@,New York Giants,L 7-13,L -7.5,,Dallas Cowboys,,
Sun,"Oct 12, 1975",1:00,@,Pittsburgh Steelers,W 20-9,L -11.5,,Denver Broncos,,
Sun,"Oct 12, 1975",2:00,,Buffalo Bills,W 38-31,L -8.5,@,Baltimore Colts,,
Sun,"Oct 12, 1975",2:00,@,Minnesota Vikings,W 29-21,W -7.5,,New York Jets,,
Sun,"Oct 12, 1975",2:00,@,New Orleans Saints,W 20-19,L -2.5,,Green Bay Packers,,
Sun,"Oct 12, 1975",3:00,,Oakland Raiders,L 10-42,L -10,@,Kansas City Chiefs,,
Sun,"Oct 12, 1975",4:00,@,Miami Dolphins,W 24-16,L -10.5,,Philadelphia Eagles,,
Sun,"Oct 12, 1975",4:00,@,San Diego Chargers,L 10-13 (OT),L -13,,Los Angeles Rams,,
Sun,"Oct 12, 1975",4:00,@,San Francisco 49ers,L 3-17,L -8,,Atlanta Falcons,,
Mon,"Oct 13, 1975",9:00,@,Washington Commanders,W 27-17,W -4,,St Louis Cardinals,,
