Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Nov 27, 1975",12:30,,Los Angeles Rams,W 20-0,W -9,@,Detroit Lions,,
Thu,"Nov 27, 1975",3:30,@,St Louis Cardinals,L 14-32,L -6,,Buffalo Bills,,
Sun,"Nov 30, 1975",1:00,@,Cincinnati Bengals,W 23-19,W -3,,Houston Oilers,,
Sun,"Nov 30, 1975",1:00,@,Cleveland Browns,W 17-16,L -7,,New Orleans Saints,,
Sun,"Nov 30, 1975",1:00,,Pittsburgh Steelers,W 20-7,L -15,@,New York Jets,,
Sun,"Nov 30, 1975",1:00,,San Francisco 49ers,L 17-27,L -3,@,Philadelphia Eagles,,
Sun,"Nov 30, 1975",2:00,@,Baltimore Colts,W 28-14,W -7.5,,Kansas City Chiefs,,
Sun,"Nov 30, 1975",2:00,@,Dallas Cowboys,W 14-3,L -12,,New York Giants,,
Sun,"Nov 30, 1975",2:00,@,Green Bay Packers,W 28-7,W -10,,Chicago Bears,,
Sun,"Nov 30, 1975",4:00,@,Denver Broncos,W 13-10 (OT),L -9.5,,San Diego Chargers,,
Sun,"Nov 30, 1975",4:00,@,Oakland Raiders,W 37-34 (OT),L -14,,Atlanta Falcons,,
Sun,"Nov 30, 1975",4:00,,Minnesota Vikings,L 30-31,L -3.5,@,Washington Redskins,,
Mon,"Dec 1, 1975",9:00,@,Miami Dolphins,W 20-7,W -7.5,,New England Patriots,,
