Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sat,"Dec 20, 1975",12:30,,Minnesota Vikings,W 35-13,W -3.5,@,Buffalo Bills,,
Sat,"Dec 20, 1975",3:30,@,Miami Dolphins,W 14-13,L -13,,Denver Broncos,,
Sat,"Dec 20, 1975",9:00,,Pittsburgh Steelers,L 3-10,L -3,@,Los Angeles Rams,,
Sun,"Dec 21, 1975",1:00,@,Cincinnati Bengals,W 47-17,W -16,,San Diego Chargers,,
Sun,"Dec 21, 1975",1:00,,St Louis Cardinals,W 24-13,W -4.5,@,Detroit Lions,,
Sun,"Dec 21, 1975",1:00,,Dallas Cowboys,W 31-21,W -6.5,@,New York Jets,,
Sun,"Dec 21, 1975",1:00,@,Washington Redskins,L 3-26,L -8.5,,Philadelphia Eagles,,
Sun,"Dec 21, 1975",2:00,@,Baltimore Colts,W 34-21,L -16.5,,New England Patriots,,
Sun,"Dec 21, 1975",2:00,@,Green Bay Packers,W 22-13,W -2.5,,Atlanta Falcons,,
Sun,"Dec 21, 1975",2:00,@,Houston Oilers,W 21-10,W -8.5,,Cleveland Browns,,
Sun,"Dec 21, 1975",2:00,@,New Orleans Saints,L 17-42,L -3,,Chicago Bears,,
Sun,"Dec 21, 1975",4:00,@,Oakland Raiders,W 28-20,L -16,,Kansas City Chiefs,,
Sun,"Dec 21, 1975",4:00,@,San Francisco 49ers,L 23-26,L -4.5,,New York Giants,,
