Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,Oct 19 1975,1:00,@,New England Patriots,W 21-10,W -1,,Baltimore Colts,,
Sun,Oct 19 1975,1:00,@,New York Jets,L 0-43,L PK,,Miami Dolphins,,
Sun,Oct 19 1975,1:00,@,Pittsburgh Steelers,W 34-3,W -19,,Chicago Bears,,
Sun,Oct 19 1975,2:00,@,Dallas Cowboys,L 17-19,L -15,,Green Bay Packers,,
Sun,Oct 19 1975,2:00,,Washington Redskins,L 10-13,L -3,@,Houston Oilers,,
Sun,Oct 19 1975,2:00,@,St Louis Cardinals,W 31-20,W -7,,Philadelphia Eagles,,
Sun,Oct 19 1975,4:00,@,Cincinnati Bengals,W 14-10,W -3,,Oakland Raiders,,
Sun,Oct 19 1975,4:00,@,Denver Broncos,W 16-15,L -10.5,,Cleveland Browns,,
Sun,Oct 19 1975,4:00,@,Los Angeles Rams,W 22-7,W -12,,Atlanta Falcons,,
Sun,Oct 19 1975,4:00,@,Minnesota Vikings,W 25-19,L -12.5,,Detroit Lions,,
Sun,Oct 19 1975,4:00,,Kansas City Chiefs,W 12-10,L -3,@,San Diego Chargers,,
Sun,Oct 19 1975,4:00,@,San Francisco 49ers,W 35-21,W -10,,New Orleans Saints,,
Mon,Oct 20 1975,9:00,@,Buffalo Bills,L 14-17,L -13.5,,New York Giants,,
