Day,Date,Time(ET),At,Favorite,Score,Spread,At,Underdog,Over/Under
Sun,"Sep 28, 1975",1:00,@,Atlanta Falcons,L 14-17,L -2,,Detroit Lions,,
Sun,"Sep 28, 1975",1:00,,Minnesota Vikings,W 42-10,W -7.5,@,Cleveland Browns,,
Sun,"Sep 28, 1975",1:00,,Miami Dolphins,W 22-14,P -8,@,New England Patriots,,
Sun,"Sep 28, 1975",1:00,@,Washington Redskins,W 49-13,W -8,,New York Giants,,
Sun,"Sep 28, 1975",2:00,,Oakland Raiders,W 31-20,W -10.5,@,Baltimore Colts,,
Sun,"Sep 28, 1975",2:00,,Philadelphia Eagles,L 13-15,L -3.5,@,Chicago Bears,,
Sun,"Sep 28, 1975",2:00,@,Dallas Cowboys,W 37-31 (OT),W -3.5,,St Louis Cardinals,,
Sun,"Sep 28, 1975",2:00,@,Houston Oilers,W 33-17,W -10,,San Diego Chargers,,
Sun,"Sep 28, 1975",2:00,@,Kansas City Chiefs,L 24-30,L PK,,New York Jets,,
Sun,"Sep 28, 1975",2:00,,Cincinnati Bengals,W 21-0,W -9.5,@,New Orleans Saints,,
Sun,"Sep 28, 1975",4:00,@,Pittsburgh Steelers,L 21-30,L -8,,Buffalo Bills,,
Sun,"Sep 28, 1975",4:00,,Los Angeles Rams,W 23-14,W -7,@,San Francisco 49ers,,
Mon,"Sep 29, 1975",9:00,@,Denver Broncos,W 23-13,L -10.5,,Green Bay Packers,,
