Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Nov 9, 1975",1:00,@,Buffalo Bills,L 35-42,L -9,,Baltimore Colts,,
Sun,"Nov 9, 1975",1:00,@,Detroit Lions,W 21-10,W -9.5,,Cleveland Browns,,
Sun,"Nov 9, 1975",1:00,,Washington Commanders,W 21-13,W -7,@,New York Giants,,
Sun,"Nov 9, 1975",1:00,,St Louis Cardinals,W 24-23,L -6.5,@,Philadelphia Eagles,,
Sun,"Nov 9, 1975",1:00,@,Pittsburgh Steelers,W 24-17,L -8,,Houston Oilers,,
Sun,"Nov 9, 1975",2:00,,Green Bay Packers,L 14-27,L -5.5,@,Chicago Bears,,
Sun,"Nov 9, 1975",2:00,@,Minnesota Vikings,W 38-0,W -17,,Atlanta Falcons,,
Sun,"Nov 9, 1975",4:00,,Cincinnati Bengals,W 17-16,L -8,@,Denver Broncos,,
Sun,"Nov 9, 1975",4:00,@,Los Angeles Rams,L 23-24,L -14,,San Francisco 49ers,,
Sun,"Nov 9, 1975",4:00,@,Miami Dolphins,W 27-7,W -13,,New York Jets,,
Sun,"Nov 9, 1975",4:00,@,Oakland Raiders,W 48-10,W -18,,New Orleans Saints,,
Sun,"Nov 9, 1975",4:00,,New England Patriots,W 33-19,W -4,@,San Diego Chargers,,
Mon,"Nov 10, 1975",9:00,@,Dallas Cowboys,L 31-34,L -7.5,,Kansas City Chiefs,,
