Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sat,"Dec 13, 1975",12:30,@,Pittsburgh Steelers,W 35-14,W -7.5,,Cincinnati Bengals,,
Sat,"Dec 13, 1975",3:30,@,Dallas Cowboys,W 31-10,W -2.5,,Washington Commanders,,
Sun,"Dec 14, 1975",1:00,@,Atlanta Falcons,W 31-9,W -7,,San Francisco 49ers,,
Sun,"Dec 14, 1975",1:00,@,Cleveland Browns,W 40-14,W -7.5,,Kansas City Chiefs,,
Sun,"Dec 14, 1975",1:00,,Buffalo Bills,W 34-14,W -7,@,New England Patriots,,
Sun,"Dec 14, 1975",1:00,@,New York Giants,W 28-14,W -4,,New Orleans Saints,,
Sun,"Dec 14, 1975",2:00,@,Baltimore Colts,W 10-7 (OT),L -5,,Miami Dolphins,,
Sun,"Dec 14, 1975",2:00,,St Louis Cardinals,W 34-20,W -11.5,@,Chicago Bears,,
Sun,"Dec 14, 1975",4:00,@,Denver Broncos,W 25-10,W -4.5,,Philadelphia Eagles,,
Sun,"Dec 14, 1975",4:00,,Minnesota Vikings,L 10-17,L -11,@,Detroit Lions,,
Sun,"Dec 14, 1975",4:00,@,Los Angeles Rams,W 22-5,W -10.5,,Green Bay Packers,,
Sun,"Dec 14, 1975",4:00,@,Oakland Raiders,L 26-27,L -7.5,,Houston Oilers,,
Mon,"Dec 15, 1975",9:00,,New York Jets,L 16-24,L -2.5,@,San Diego Chargers,,
