Day,Date,Time(ET),At,Favorite,Score,Spread,At,Underdog,Over/Under
Sun,"Nov 15, 1959",,@,Chicago Bears,W 14-3,W -2.5,,San Francisco 49ers,,
Sun,"Nov 15, 1959",,,Los Angeles Rams,L 17-23,L -2.5,@,Detroit Lions,,
Sun,"Nov 15, 1959",,,Baltimore Colts,W 28-24,L -9,@,Green Bay Packers,,at Milwaukee
Sun,"Nov 15, 1959",,@,New York Giants,L 9-14,L -7.5,,Pittsburgh Steelers,,
Sun,"Nov 15, 1959",,@,Philadelphia Eagles,W 27-17,W -3.5,,Chicago Cardinals,,
Sun,"Nov 15, 1959",,,Cleveland Browns,W 31-17,W -8.5,@,Washington Redskins,,
