Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Oct 18, 1959",,,Baltimore Colts,W 21-7,W -1,@,Chicago Bears,,
Sun,"Oct 18, 1959",,@,Cleveland Browns,W 17-7,W -4.5,,Chicago Cardinals,,
Sun,"Oct 18, 1959",,@,Detroit Lions,L 13-34,L -2,,San Francisco 49ers,,
Sun,"Oct 18, 1959",,,Los Angeles Rams,W 45-6,W -3,@,Green Bay Packers,,at Milwaukee
Sun,"Oct 18, 1959",,@,New York Giants,W 24-7,W -6.5,,Philadelphia Eagles,,
Sun,"Oct 18, 1959",,@,Washington Commanders,L 6-27,L PK,,Pittsburgh Steelers,,
