Day,Date,Time(ET),At,Favorite,Score,Spread,At,Underdog,Over/Under
Sun,"Oct 25, 1959",,@,Baltimore Colts,W 38-21,W -13.5,,Green Bay Packers,,
Sun,"Oct 25, 1959",,@,Cleveland Browns,W 34-7,W -7,,Washington Redskins,,
Sun,"Oct 25, 1959",,@,Los Angeles Rams,L 7-17,L -11.5,,Detroit Lions,,
Sun,"Oct 25, 1959",,N,Philadelphia Eagles,W 28-24,W -2,,Chicago Cardinals,,at Minneapolis
Sun,"Oct 25, 1959",,@,Pittsburgh Steelers,L 16-21,L -1,,New York Giants,,
Sun,"Oct 25, 1959",,@,San Francisco 49ers,W 20-17,W -1.5,,Chicago Bears,,
