Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sat,"Dec 12, 1959",,,Baltimore Colts,W 45-26,W -11,@,Los Angeles Rams,,
Sun,"Dec 13, 1959",,@,Chicago Bears,W 25-14,W -7.5,,Detroit Lions,,
Sun,"Dec 13, 1959",,@,Philadelphia Eagles,L 21-28,L -2.5,,Cleveland Browns,,
Sun,"Dec 13, 1959",,@,Pittsburgh Steelers,W 35-20,W -10,,Chicago Cardinals,,
Sun,"Dec 13, 1959",,@,San Francisco 49ers,L 14-36,L -5,,Green Bay Packers,,
Sun,"Dec 13, 1959",,,New York Giants,W 24-10,W -10,@,Washington Redskins,,
