Sat,"Sep 7, 1963",,@,Denver Broncos,L 7-59,N/A,,Kansas City Chiefs,,
Sat,"Sep 7, 1963",,@,Houston Oilers,L 13-24,L -12,,Oakland Raiders,,
Sun,"Sep 8, 1963",,@,Boston Patriots,W 38-14,W -10,,New York Jets,,
Sun,"Sep 8, 1963",,@,San Diego Chargers,W 14-10,N/A,,Buffalo Bills,,
