Day,Date,Time(ET),At,Favorite,Score,Spread,At,Underdog,Over/Under
Sun,"Nov 17, 1963",,,Green Bay Packers,L 7-26,L -4,@,Chicago Bears,,
Sun,"Nov 17, 1963",,@,Cleveland Browns,L 14-20,L -8,,St Louis Cardinals,,
Sun,"Nov 17, 1963",,@,Dallas Cowboys,W 27-20,W -5.5,,Philadelphia Eagles,,
Sun,"Nov 17, 1963",,@,Detroit Lions,L 21-28,L -10.5,,Los Angeles Rams,,
Sun,"Nov 17, 1963",,,Baltimore Colts,W 37-34,P -3,@,Minnesota Vikings,,
Sun,"Nov 17, 1963",,@,New York Giants,W 48-14,W -17,,San Francisco 49ers,,
Sun,"Nov 17, 1963",,,Pittsburgh Steelers,W 34-28,L -7,@,Washington Redskins,,
