Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Fri,"Oct 18, 1963",,@,Boston Patriots,W 40-21,W -5,,Denver Broncos,,
Sun,"Oct 20, 1963",,@,Houston Oilers,W 28-14,W -4.5,,Buffalo Bills,,
Sun,"Oct 20, 1963",,@,Kansas City Chiefs,L 17-38,L -6,,San Diego Chargers,,
Sun,"Oct 20, 1963",,@,Oakland Raiders,W 49-26,W -2.5,,New York Jets,,
