Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sat,"Oct 26, 1963",,@,Buffalo Bills,W 28-21,W -2.5,,Boston Patriots,,
Sat,"Oct 26, 1963",,@,New York Jets,T 35-35,L -3.5,,Denver Broncos,,
Sun,"Oct 27, 1963",,@,Houston Oilers,W 28-7,W -6.5,,Kansas City Chiefs,,
Sun,"Oct 27, 1963",,@,San Diego Chargers,L 33-34,L -10,,Oakland Raiders,,
