Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Fri,"Nov 1, 1963",,,Houston Oilers,L 3-45,L -3,@,Boston Patriots,,
Sat,"Nov 2, 1963",,,San Diego Chargers,W 53-7,W -6,@,New York Jets,,
Sun,"Nov 3, 1963",,,Buffalo Bills,W 30-28,P -2,@,Denver Broncos,,
Sun,"Nov 3, 1963",,@,Oakland Raiders,W 10-7,W -1.5,,Kansas City Chiefs,,
