Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sat,"Dec 14, 1963",,,Green Bay Packers,W 21-17,L -16.5,@,San Francisco 49ers,,
Sun,"Dec 15, 1963",,@,Baltimore Colts,W 19-16,L -9,,Los Angeles Rams,,
Sun,"Dec 15, 1963",,@,Chicago Bears,W 24-14,W -6,,Detroit Lions,,
Sun,"Dec 15, 1963",,@,New York Giants,W 33-17,W -7,,Pittsburgh Steelers,,
Sun,"Dec 15, 1963",,@,Philadelphia Eagles,L 13-34,L -1,,Minnesota Vikings,,
Sun,"Dec 15, 1963",,@,St Louis Cardinals,L 24-28,L -8.5,,Dallas Cowboys,,
Sun,"Dec 15, 1963",,,Cleveland Browns,W 27-20,L -8,@,Washington Commanders,,
