Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Dec 7, 2006",8:04,@,Pittsburgh Steelers,W 27-7,W -7.5,,Cleveland Browns,U 34.5,
Sun,"Dec 10, 2006",1:00,@,Kansas City Chiefs,L 10-20,L -3,,Baltimore Ravens,U 37.5,
Sun,"Dec 10, 2006",1:02,,New York Giants,W 27-13,W -2.5,@,Carolina Panthers,O 39,
Sun,"Dec 10, 2006",1:02,@,Houston Texans,L 20-26 (OT),L -1.5,,Tennessee Titans,O 42,
Sun,"Dec 10, 2006",1:02,,New England Patriots,L 0-21,L -3,@,Miami Dolphins,U 37,
Sun,"Dec 10, 2006",1:02,,Atlanta Falcons,W 17-6,W -3,@,Tampa Bay Buccaneers,U 38,
Sun,"Dec 10, 2006",1:03,@,Cincinnati Bengals,W 27-10,W -10.5,,Oakland Raiders,U 39.5,
Sun,"Dec 10, 2006",1:03,@,Detroit Lions,L 20-30,L -1,,Minnesota Vikings,O 40,
Sun,"Dec 10, 2006",1:03,,Indianapolis Colts,L 17-44,L -1,@,Jacksonville Jaguars,O 44,
Sun,"Dec 10, 2006",1:03,,Philadelphia Eagles,W 21-19,P -2,@,Washington Redskins,U 40.5,
Sun,"Dec 10, 2006",4:05,,Seattle Seahawks,L 21-27,L -3.5,@,Arizona Cardinals,O 45,
Sun,"Dec 10, 2006",4:06,@,San Francisco 49ers,L 19-30,L -4,,Green Bay Packers,O 43.5,
Sun,"Dec 10, 2006",4:15,@,New York Jets,L 13-31,L -3.5,,Buffalo Bills,O 37.5,
Sun,"Dec 10, 2006",4:15,@,San Diego Chargers,W 48-20,W -7,,Denver Broncos,O 41,
Sun,"Dec 10, 2006",8:21,@,Dallas Cowboys,L 17-42,L -6.5,,New Orleans Saints,O 48,
Mon,"Dec 11, 2006",8:30,,Chicago Bears,W 42-27,W -6.5,@,St Louis Rams,O 41.5,
