Sun,"Sep 17, 2006",1:02,@,Baltimore Ravens,W 28-6,W -13,,Oakland Raiders,P 34,
Sun,"Sep 17, 2006",1:02,,New Orleans Saints,W 34-27,W -1,@,Green Bay Packers,O 40.5,
Sun,"Sep 17, 2006",1:02,@,Philadelphia Eagles,L 24-30 (OT),L -3,,New York Giants,O 42,
Sun,"Sep 17, 2006",1:03,@,Chicago Bears,W 34-7,W -7,,Detroit Lions,O 32,
Sun,"Sep 17, 2006",1:03,@,Cincinnati Bengals,W 34-17,W -10.5,,Cleveland Browns,O 40.5,
Sun,"Sep 17, 2006",1:03,@,Indianapolis Colts,W 43-24,W -12.5,,Houston Texans,O 47,
Sun,"Sep 17, 2006",1:03,@,Miami Dolphins,L 6-16,L -6.5,,Buffalo Bills,U 37,
Sun,"Sep 17, 2006",1:03,@,Minnesota Vikings,W 16-13 (OT),W -2,,Carolina Panthers,U 37.5,
Sun,"Sep 17, 2006",1:05,@,Atlanta Falcons,W 14-3,W -4.5,,Tampa Bay Buccaneers,U 36,
Sun,"Sep 17, 2006",4:06,,St Louis Rams,L 13-20,L -3,@,San Francisco 49ers,U 44.5,
Sun,"Sep 17, 2006",4:06,@,Seattle Seahawks,W 21-10,W -7,,Arizona Cardinals,U 48,
Sun,"Sep 17, 2006",4:15,,New England Patriots,W 24-17,W -6,@,New York Jets,O 38.5,
Sun,"Sep 17, 2006",4:15,@,San Diego Chargers,W 40-7,W -12,,Tennessee Titans,O 38.5,
Sun,"Sep 17, 2006",4:16,@,Denver Broncos,W 9-6 (OT),L -11,,Kansas City Chiefs,U 38,
Sun,"Sep 17, 2006",8:20,@,Dallas Cowboys,W 27-10,W -7,,Washington Redskins,P 37,
Mon,"Sep 18, 2006",8:40,,Pittsburgh Steelers,L 0-9,L -2.5,@,Jacksonville Jaguars,U 36.5,
