Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sat,"Dec 30, 2006",8:05,,New York Giants,W 34-28,W -2,@,Washington Commanders,O 43,
Sun,"Dec 31, 2006",1:00,@,Kansas City Chiefs,W 35-30,W -2.5,,Jacksonville Jaguars,O 37,
Sun,"Dec 31, 2006",1:02,@,Dallas Cowboys,L 31-39,L -14,,Detroit Lions,O 46,
Sun,"Dec 31, 2006",1:02,@,Houston Texans,W 14-6,W -6,,Cleveland Browns,U 37.5,
Sun,"Dec 31, 2006",1:02,@,New York Jets,W 23-3,W -10.5,,Oakland Raiders,U 34.5,
Sun,"Dec 31, 2006",1:02,@,Tennessee Titans,L 23-40,L -3,,New England Patriots,O 41.5,
Sun,"Dec 31, 2006",1:03,@,Cincinnati Bengals,L 17-23 (OT),L -6,,Pittsburgh Steelers,U 44.5,
Sun,"Dec 31, 2006",1:03,,Carolina Panthers,W 31-21,W -2,@,New Orleans Saints,O 38.5,
Sun,"Dec 31, 2006",1:03,@,Tampa Bay Buccaneers,L 7-23,L -3,,Seattle Seahawks,U 38,
Sun,"Dec 31, 2006",1:05,,St Louis Rams,W 41-21,W -2.5,@,Minnesota Vikings,O 44,
Sun,"Dec 31, 2006",4:13,@,Philadelphia Eagles,W 24-17,L -8.5,,Atlanta Falcons,U 43,
Sun,"Dec 31, 2006",4:15,@,Indianapolis Colts,W 27-22,L -9,,Miami Dolphins,O 43.5,
Sun,"Dec 31, 2006",4:15,@,San Diego Chargers,W 27-20,L -14,,Arizona Cardinals,O 44,
Sun,"Dec 31, 2006",4:16,@,Baltimore Ravens,W 19-7,W -9,,Buffalo Bills,U 37.5,
Sun,"Dec 31, 2006",4:16,@,Denver Broncos,L 23-26 (OT),L -10,,San Francisco 49ers,O 39,
Sun,"Dec 31, 2006",8:15,@,Chicago Bears,L 7-26,L -2.5,,Green Bay Packers,U 37,
