Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,Nov 18 1973,1:00,,Miami Dolphins,W 17-0,W -14,@,Buffalo Bills,,
Sun,Nov 18 1973,1:00,,Green Bay Packers,L 24-33,L -7,@,New England Patriots,,
Sun,Nov 18 1973,1:00,@,New York Giants,W 24-13,W -3.5,,St Louis Cardinals,,
Sun,Nov 18 1973,1:00,@,Pittsburgh Steelers,L 13-23,L -11,,Denver Broncos,,
Sun,Nov 18 1973,1:00,@,Washington Redskins,W 22-14,L -19.5,,Baltimore Colts,,
Sun,Nov 18 1973,2:00,,Detroit Lions,W 30-7,W -2,@,Chicago Bears,,
Sun,Nov 18 1973,2:00,@,Cincinnati Bengals,W 20-14,W -5,,New York Jets,,
Sun,Nov 18 1973,2:00,@,Dallas Cowboys,W 31-10,W -14,,Philadelphia Eagles,,
Sun,Nov 18 1973,2:00,@,Kansas City Chiefs,W 38-14,W -12,,Houston Oilers,,
Sun,Nov 18 1973,4:00,@,Los Angeles Rams,W 31-13,W -10.5,,San Francisco 49ers,,
Sun,Nov 18 1973,4:00,@,Oakland Raiders,L 3-7,L -8,,Cleveland Browns,,
Sun,Nov 18 1973,4:00,@,San Diego Chargers,W 17-14,W -1.5,,New Orleans Saints,,
Mon,Nov 19 1973,9:00,,Minnesota Vikings,L 14-20,L -5,@,Atlanta Falcons,,
