Day,Date,Time(ET),At,Favorite,Score,Spread,At,Underdog,Over/Under
Sun,"Sep 30, 1973",1:00,,New York Jets,L 7-9,L -5.5,@,Buffalo Bills,,
Sun,"Sep 30, 1973",1:00,,New York Giants,L 10-12,L -4,@,Cleveland Browns,,
Sun,"Sep 30, 1973",1:00,@,Miami Dolphins,W 44-23,W -20.5,,New England Patriots,,
Sun,"Sep 30, 1973",1:00,,Washington Redskins,W 28-7,W -12,@,Philadelphia Eagles,,
Sun,"Sep 30, 1973",2:00,@,Baltimore Colts,W 14-10,L -9,,New Orleans Saints,,
Sun,"Sep 30, 1973",2:00,@,Dallas Cowboys,W 45-10,W -10,,St Louis Cardinals,,
Sun,"Sep 30, 1973",2:00,,Pittsburgh Steelers,W 36-7,W -14,@,Houston Oilers,,
Sun,"Sep 30, 1973",2:00,@,Minnesota Vikings,W 11-3,W -6,,Green Bay Packers,,
Sun,"Sep 30, 1973",4:00,@,Denver Broncos,L 14-33,L -3,,Chicago Bears,,
Sun,"Sep 30, 1973",4:00,,Oakland Raiders,L 3-16,L -7,@,Kansas City Chiefs,,
Sun,"Sep 30, 1973",4:00,,Cincinnati Bengals,W 20-13,W -3.5,@,San Diego Chargers,,
Sun,"Sep 30, 1973",4:00,@,San Francisco 49ers,L 20-40,L -1.5,,Los Angeles Rams,,
Mon,"Oct 1, 1973",9:00,@,Detroit Lions,W 31-6,W -6.5,,Atlanta Falcons,,
