Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,"Nov 11, 1973",1:00,,Cincinnati Bengals,W 16-13,L -4.5,@,Buffalo Bills,,
Sun,"Nov 11, 1973",1:00,@,Miami Dolphins,W 44-0,W -20,,Baltimore Colts,,
Sun,"Nov 11, 1973",1:00,,Dallas Cowboys,W 23-10,W -10.5,@,New York Giants,,
Sun,"Nov 11, 1973",1:00,@,New York Jets,W 33-13,W -7,,New England Patriots,,
Sun,"Nov 11, 1973",1:00,,Atlanta Falcons,W 44-27,W -4.5,@,Philadelphia Eagles,,
Sun,"Nov 11, 1973",1:00,@,Washington Redskins,W 33-9,W -7.5,,San Francisco 49ers,,
Sun,"Nov 11, 1973",2:00,@,Green Bay Packers,W 25-21,W -2.5,,St Louis Cardinals,,
Sun,"Nov 11, 1973",2:00,,Cleveland Browns,W 23-13,W -8.5,@,Houston Oilers,,
Sun,"Nov 11, 1973",2:00,@,Minnesota Vikings,W 28-7,W -10,,Detroit Lions,,
Sun,"Nov 11, 1973",4:00,@,Denver Broncos,W 30-19,W -10.5,,San Diego Chargers,,
Sun,"Nov 11, 1973",4:00,@,Los Angeles Rams,W 29-7,W -15,,New Orleans Saints,,
Sun,"Nov 11, 1973",4:00,@,Oakland Raiders,L 9-17,L -6.5,,Pittsburgh Steelers,,
Mon,"Nov 12, 1973",9:00,@,Kansas City Chiefs,W 19-7,W -5,,Chicago Bears,,
