Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,Sep 16 1973,1:00,@,Cleveland Browns,W 24-14,W -6.5,,Baltimore Colts,,
Sun,Sep 16 1973,1:00,@,Miami Dolphins,W 21-13,W -7.5,,San Francisco 49ers,,
Sun,Sep 16 1973,1:00,@,New England Patriots,L 13-31,L PK,,Buffalo Bills,,
Sun,Sep 16 1973,1:00,@,New York Giants,W 34-14,W -14,,Houston Oilers,,
Sun,Sep 16 1973,1:00,,St Louis Cardinals,W 34-23,W -1,@,Philadelphia Eagles,,
Sun,Sep 16 1973,1:00,@,Washington Redskins,W 38-0,W -13.5,,San Diego Chargers,,
Sun,Sep 16 1973,2:00,,Dallas Cowboys,W 20-17,L -5.5,@,Chicago Bears,,
Sun,Sep 16 1973,2:00,@,Minnesota Vikings,W 24-16,W -4,,Oakland Raiders,,
Sun,Sep 16 1973,2:00,,Atlanta Falcons,W 62-7,W -6,@,New Orleans Saints,,
Sun,Sep 16 1973,4:00,,Cincinnati Bengals,L 10-28,L -3,@,Denver Broncos,,
Sun,Sep 16 1973,4:00,@,Kansas City Chiefs,L 13-23,L -2,,Los Angeles Rams,,
Sun,Sep 16 1973,4:00,@,Pittsburgh Steelers,W 24-10,W -6.5,,Detroit Lions,,
Mon,Sep 17 1973,9:00,@,Green Bay Packers,W 23-7,W -3.5,,New York Jets,,at Milwaukee
