Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sat,"Dec 15, 1973",1:00,@,Miami Dolphins,W 34-7,W -9,,Detroit Lions,,
Sat,"Dec 15, 1973",4:00,,Pittsburgh Steelers,W 37-14,W -7.5,@,San Francisco 49ers,,
Sun,"Dec 16, 1973",1:00,@,Atlanta Falcons,W 14-10,L -13.5,,New Orleans Saints,,
Sun,"Dec 16, 1973",1:00,,Minnesota Vikings,W 31-7,W -13.5,@,New York Giants,,
Sun,"Dec 16, 1973",1:00,@,New York Jets,L 14-34,L -3.5,,Buffalo Bills,,
Sun,"Dec 16, 1973",1:00,@,Washington Redskins,W 38-20,W -13,,Philadelphia Eagles,,
Sun,"Dec 16, 1973",2:00,@,Baltimore Colts,W 18-13,W -1,,New England Patriots,,
Sun,"Dec 16, 1973",2:00,,Green Bay Packers,W 21-0,W -5,@,Chicago Bears,,
Sun,"Dec 16, 1973",2:00,,Cincinnati Bengals,W 27-24,L -17.5,@,Houston Oilers,,
Sun,"Dec 16, 1973",2:00,@,Kansas City Chiefs,W 33-6,W -12.5,,San Diego Chargers,,
Sun,"Dec 16, 1973",2:00,,Dallas Cowboys,W 30-3,W -13.5,@,St Louis Cardinals,,
Sun,"Dec 16, 1973",4:00,@,Los Angeles Rams,W 30-17,W -9,,Cleveland Browns,,
Sun,"Dec 16, 1973",4:00,@,Oakland Raiders,W 21-17,L -7.5,,Denver Broncos,,
