Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sat,Dec 8 1973,1:00,,Minnesota Vikings,W 31-7,W -9,@,Green Bay Packers,,
Sat,Dec 8 1973,4:00,@,Oakland Raiders,W 37-7,W -6,,Kansas City Chiefs,,
Sun,Dec 9 1973,1:00,@,Atlanta Falcons,L 10-32,L -14,,St Louis Cardinals,,
Sun,Dec 9 1973,1:00,@,Buffalo Bills,W 37-13,W -4,,New England Patriots,,
Sun,Dec 9 1973,1:00,,Cleveland Browns,L 17-34,L -3,@,Cincinnati Bengals,,
Sun,Dec 9 1973,1:00,@,Detroit Lions,W 40-7,W -11,,Chicago Bears,,
Sun,Dec 9 1973,1:00,,New York Jets,L 23-24,L -2.5,@,Philadelphia Eagles,,
Sun,Dec 9 1973,1:00,@,Pittsburgh Steelers,W 33-7,W -21,,Houston Oilers,,
Sun,Dec 9 1973,2:00,,Miami Dolphins,L 3-16,L -16,@,Baltimore Colts,,
Sun,Dec 9 1973,2:00,,San Francisco 49ers,L 10-16,L -6,@,New Orleans Saints,,
Sun,Dec 9 1973,4:00,@,Dallas Cowboys,W 27-7,W -4.5,,Washington Redskins,,
Sun,Dec 9 1973,4:00,,Denver Broncos,W 42-28,W -9.5,@,San Diego Chargers,,
Mon,Dec 10 1973,9:00,@,Los Angeles Rams,W 40-6,W -13,,New York Giants,,
