Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Thu,Sep 17 2020,8:20,@,Cleveland Browns,W 35-30,L -6,,Cincinnati Bengals,O 44.5,
Sun,Sep 20 2020,1:00,@,Chicago Bears,W 17-13,L -4.5,,New York Giants,U 42.5,
Sun,Sep 20 2020,1:00,@,Dallas Cowboys,W 40-39,L -3,,Atlanta Falcons,O 53,
Sun,Sep 20 2020,1:00,@,Green Bay Packers,W 42-21,W -7,,Detroit Lions,O 51,
Sun,Sep 20 2020,1:00,@,Indianapolis Colts,W 28-11,W -3.5,,Minnesota Vikings,U 49,
Sun,Sep 20 2020,1:00,,Buffalo Bills,W 31-28,L -5.5,@,Miami Dolphins,O 42.5,
Sun,Sep 20 2020,1:00,,San Francisco 49ers,W 31-13,W -7,@,New York Jets,O 41.5,
Sun,Sep 20 2020,1:00,@,Philadelphia Eagles,L 19-37,L -2,,Los Angeles Rams,O 46,
Sun,Sep 20 2020,1:00,@,Pittsburgh Steelers,W 26-21,L -6,,Denver Broncos,O 41,
Sun,Sep 20 2020,1:00,@,Tampa Bay Buccaneers,W 31-17,W -7.5,,Carolina Panthers,O 47,
Sun,Sep 20 2020,1:00,@,Tennessee Titans,W 33-30,L -7,,Jacksonville Jaguars,O 44.5,
Sun,Sep 20 2020,4:05,@,Arizona Cardinals,W 30-15,W -7.5,,Washington Football Team,U 46.5,
Sun,Sep 20 2020,4:25,,Baltimore Ravens,W 33-16,W -7.5,@,Houston Texans,U 49.5,
Sun,Sep 20 2020,4:25,,Kansas City Chiefs,W 23-20 (OT),L -8.5,@,Los Angeles Chargers,U 47,
Sun,Sep 20 2020,8:20,@,Seattle Seahawks,W 35-30,W -4,,New England Patriots,O 45,
Mon,Sep 21 2020,8:15,,New Orleans Saints,L 24-34,L -4,@,Las Vegas Raiders,O 47.5,
