Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Jan 3, 2021",1:00,,Miami Dolphins,L 26-56,L -3.5,@,Buffalo Bills,O 43,
Sun,"Jan 3, 2021",1:00,,Baltimore Ravens,W 38-3,W -13.5,@,Cincinnati Bengals,U 46,
Sun,"Jan 3, 2021",1:00,@,Cleveland Browns,W 24-22,L -10.5,,Pittsburgh Steelers,O 44.5,
Sun,"Jan 3, 2021",1:00,,Minnesota Vikings,W 37-35,L -3,@,Detroit Lions,O 53.5,
Sun,"Jan 3, 2021",1:00,@,New England Patriots,W 28-14,W -3,,New York Jets,O 41,
Sun,"Jan 3, 2021",1:00,,Dallas Cowboys,L 19-23,L -1.5,@,New York Giants,U 44.5,
Sun,"Jan 3, 2021",1:00,@,Tampa Bay Buccaneers,W 44-27,W -7.5,,Atlanta Falcons,O 51.5,
Sun,"Jan 3, 2021",4:25,,New Orleans Saints,W 33-7,W -6,@,Carolina Panthers,U 47,
Sun,"Jan 3, 2021",4:25,,Green Bay Packers,W 35-16,W -4.5,@,Chicago Bears,O 48,
Sun,"Jan 3, 2021",4:25,,Las Vegas Raiders,W 32-31,L -2.5,@,Denver Broncos,O 50.5,
Sun,"Jan 3, 2021",4:25,,Tennessee Titans,W 41-38,L -7,@,Houston Texans,O 55.5,
Sun,"Jan 3, 2021",4:25,@,Indianapolis Colts,W 28-14,L -15.5,,Jacksonville Jaguars,U 47.5,
Sun,"Jan 3, 2021",4:25,,Los Angeles Chargers,W 38-21,W -7,@,Kansas City Chiefs,O 43,
Sun,"Jan 3, 2021",4:25,@,Los Angeles Rams,W 18-7,W -1,,Arizona Cardinals,U 42,
Sun,"Jan 3, 2021",4:25,,Seattle Seahawks,W 26-23,L -7,@,San Francisco 49ers,O 44.5,at Glendale
Sun,"Jan 3, 2021",8:20,,Washington Commanders,W 20-14,L -6.5,@,Philadelphia Eagles,U 44,
