Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Oct 29, 2020",8:20,@,Carolina Panthers,L 17-25,L -1.5,,Atlanta Falcons,U 52,
Sun,"Nov 1, 2020",1:00,@,Baltimore Ravens,L 24-28,L -4,,Pittsburgh Steelers,O 44,
Sun,"Nov 1, 2020",1:00,@,Buffalo Bills,W 24-21,L -4,,New England Patriots,O 41,
Sun,"Nov 1, 2020",1:00,,Tennessee Titans,L 20-31,L -7.5,@,Cincinnati Bengals,O 49.5,
Sun,"Nov 1, 2020",1:00,@,Cleveland Browns,L 6-16,L -1,,Las Vegas Raiders,U 48,
Sun,"Nov 1, 2020",1:00,,Indianapolis Colts,W 41-21,W -3.5,@,Detroit Lions,O 49,
Sun,"Nov 1, 2020",1:00,@,Green Bay Packers,L 22-28,L -5.5,,Minnesota Vikings,O 47,
Sun,"Nov 1, 2020",1:00,@,Kansas City Chiefs,W 35-9,W -20,,New York Jets,U 49,
Sun,"Nov 1, 2020",1:00,,Los Angeles Rams,L 17-28,L -3.5,@,Miami Dolphins,U 46.5,
Sun,"Nov 1, 2020",4:05,,Los Angeles Chargers,L 30-31,L -3,@,Denver Broncos,O 44.5,
Sun,"Nov 1, 2020",4:25,,New Orleans Saints,W 26-23 (OT),L -5.5,@,Chicago Bears,O 41,
Sun,"Nov 1, 2020",4:25,@,Seattle Seahawks,W 37-27,W -1,,San Francisco 49ers,O 54.5,
Sun,"Nov 1, 2020",8:20,@,Philadelphia Eagles,W 23-9,W -10.5,,Dallas Cowboys,U 43,
Mon,"Nov 2, 2020",8:15,,Tampa Bay Buccaneers,W 25-23,L -13,@,New York Giants,O 47,
