Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Thu,Oct 8 2020,8:20,,Tampa Bay Buccaneers,L 19-20,L -3.5,@,Chicago Bears,U 44,
Sun,Oct 11 2020,1:00,@,Atlanta Falcons,L 16-23,L -2.5,,Carolina Panthers,U 53.5,
Sun,Oct 11 2020,1:00,@,Baltimore Ravens,W 27-3,W -12.5,,Cincinnati Bengals,U 49,
Sun,Oct 11 2020,1:00,@,Houston Texans,W 30-14,W -6.5,,Jacksonville Jaguars,U 55,
Sun,Oct 11 2020,1:00,@,Kansas City Chiefs,L 32-40,L -11,,Las Vegas Raiders,O 54.5,
Sun,Oct 11 2020,1:00,,Arizona Cardinals,W 30-10,W -7,@,New York Jets,U 48.5,
Sun,Oct 11 2020,1:00,@,Pittsburgh Steelers,W 38-29,W -7.5,,Philadelphia Eagles,O 44,
Sun,Oct 11 2020,1:00,,Los Angeles Rams,W 30-10,W -7,@,Washington Football Team,U 45,
Sun,Oct 11 2020,4:05,@,San Francisco 49ers,L 17-43,L -8.5,,Miami Dolphins,O 50.5,
Sun,Oct 11 2020,4:25,@,Cleveland Browns,W 32-23,W -1,,Indianapolis Colts,O 48.5,
Sun,Oct 11 2020,4:25,@,Dallas Cowboys,W 37-34,L -7.5,,New York Giants,O 52,
Sun,Oct 11 2020,8:20,@,Seattle Seahawks,W 27-26,L -6.5,,Minnesota Vikings,U 54,
Mon,Oct 12 2020,8:15,@,New Orleans Saints,W 30-27 (OT),L -7,,Los Angeles Chargers,O 49.5,
Tue,Oct 13 2020,7:00,,Buffalo Bills,L 16-42,L -3,@,Tennessee Titans,O 52,
