Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Nov 24, 1996",1:00,@,Baltimore Ravens,L 25-28 (OT),L -4,,Jacksonville Jaguars,O 46,
Sun,"Nov 24, 1996",1:00,@,Buffalo Bills,W 35-10,W -9.5,,New York Jets,O 42,
Sun,"Nov 24, 1996",1:00,@,Chicago Bears,W 31-14,W -3,,Detroit Lions,O 39,
Sun,"Nov 24, 1996",1:00,@,Cincinnati Bengals,W 41-31,W -6,,Atlanta Falcons,O 44,
Sun,"Nov 24, 1996",1:00,@,Houston Oilers,L 6-31,L -4.5,,Carolina Panthers,U 39.5,
Sun,"Nov 24, 1996",1:00,@,Kansas City Chiefs,L 14-28,L -5.5,,San Diego Chargers,O 39,
Sun,"Nov 24, 1996",1:00,,Denver Broncos,W 21-17,L -5.5,@,Minnesota Vikings,U 43,
Sun,"Nov 24, 1996",1:00,@,New England Patriots,W 27-13,W -6,,Indianapolis Colts,U 44,
Sun,"Nov 24, 1996",1:00,@,Tampa Bay Buccaneers,W 13-7,W -5.5,,New Orleans Saints,U 38,
Sun,"Nov 24, 1996",1:00,,San Francisco 49ers,W 19-16 (OT),L -3.5,@,Washington Redskins,U 44,
Sun,"Nov 24, 1996",4:00,,Philadelphia Eagles,L 30-36,L -3.5,@,Arizona Cardinals,O 41,
Sun,"Nov 24, 1996",4:00,,Dallas Cowboys,L 6-20,L -9,@,New York Giants,U 38,
Sun,"Nov 24, 1996",4:00,@,Seattle Seahawks,L 21-27,L -2,,Oakland Raiders,O 41,
Sun,"Nov 24, 1996",8:00,,Green Bay Packers,W 24-9,W -9.5,@,St Louis Rams,U 43,
Mon,"Nov 25, 1996",9:00,@,Miami Dolphins,L 17-24,L -2.5,,Pittsburgh Steelers,U 42,
