Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,Sep 1 1996,1:00,@,Baltimore Ravens,W 19-14,W -1,,Oakland Raiders,U 40,
Sun,Sep 1 1996,1:00,,Atlanta Falcons,L 6-29,L -3,@,Carolina Panthers,U 41,
Sun,Sep 1 1996,1:00,,Kansas City Chiefs,W 20-19,L -4,@,Houston Oilers,O 38,
Sun,Sep 1 1996,1:00,@,Indianapolis Colts,W 20-13,L -8.5,,Arizona Cardinals,U 38,
Sun,Sep 1 1996,1:00,,Pittsburgh Steelers,L 9-24,L -4.5,@,Jacksonville Jaguars,U 38,
Sun,Sep 1 1996,1:00,@,Minnesota Vikings,W 17-13,W -2.5,,Detroit Lions,U 46,
Sun,Sep 1 1996,1:00,@,St Louis Rams,W 26-16,W -3,,Cincinnati Bengals,U 44,
Sun,Sep 1 1996,1:00,@,Washington Redskins,L 14-17,L -1.5,,Philadelphia Eagles,U 40.5,
Sun,Sep 1 1996,4:00,@,Denver Broncos,W 31-6,W -8,,New York Jets,U 42,
Sun,Sep 1 1996,4:00,@,Miami Dolphins,W 24-10,W -3,,New England Patriots,U 43.5,
Sun,Sep 1 1996,4:00,@,San Diego Chargers,W 29-7,W -4.5,,Seattle Seahawks,U 39,
Sun,Sep 1 1996,4:00,@,San Francisco 49ers,W 27-11,W -12,,New Orleans Saints,U 45,
Sun,Sep 1 1996,4:00,,Green Bay Packers,W 34-3,W -6,@,Tampa Bay Buccaneers,U 39.5,
Sun,Sep 1 1996,8:00,,Buffalo Bills,W 23-20 (OT),L -3.5,@,New York Giants,O 39.5,
Mon,Sep 2 1996,9:00,,Dallas Cowboys,L 6-22,L -2.5,@,Chicago Bears,U 43,
