Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Nov 3, 1996",1:00,,Carolina Panthers,L 17-20,L -1.5,@,Atlanta Falcons,U 41.5,
Sun,"Nov 3, 1996",1:00,@,Baltimore Ravens,L 21-24,L -3.5,,Cincinnati Bengals,P 45,
Sun,"Nov 3, 1996",1:00,@,Chicago Bears,W 13-10,L -6.5,,Tampa Bay Buccaneers,U 36,
Sun,"Nov 3, 1996",1:00,@,Dallas Cowboys,L 21-31,L -8.5,,Philadelphia Eagles,O 40.5,
Sun,"Nov 3, 1996",1:00,@,Green Bay Packers,W 28-18,L -11,,Detroit Lions,O 44,
Sun,"Nov 3, 1996",1:00,@,Indianapolis Colts,L 19-26,L -6,,San Diego Chargers,O 41,
Sun,"Nov 3, 1996",1:00,@,New York Giants,W 16-8,W -5.5,,Arizona Cardinals,U 37,
Sun,"Nov 3, 1996",1:00,@,Pittsburgh Steelers,W 42-6,W -13,,St Louis Rams,O 40,
Sun,"Nov 3, 1996",4:00,@,Buffalo Bills,W 38-13,W -3,,Washington Redskins,O 39.5,
Sun,"Nov 3, 1996",4:00,,Kansas City Chiefs,W 21-6,W -1.5,@,Minnesota Vikings,U 38,
Sun,"Nov 3, 1996",4:00,@,New England Patriots,W 42-23,W -4,,Miami Dolphins,O 43,
Sun,"Nov 3, 1996",4:00,@,Seattle Seahawks,W 23-16,W PK,,Houston Oilers,U 40.5,
Sun,"Nov 3, 1996",8:00,,San Francisco 49ers,W 24-17,L -8.5,@,New Orleans Saints,P 41,
Mon,"Nov 4, 1996",9:00,@,Oakland Raiders,L 21-22,L -2,,Denver Broncos,U 44.5,
