Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Sep 8, 1996",1:00,@,Atlanta Falcons,L 17-23,L -4,,Minnesota Vikings,U 46,
Sun,"Sep 8, 1996",1:00,@,Buffalo Bills,W 17-10,W -4.5,,New England Patriots,U 41.5,
Sun,"Sep 8, 1996",1:00,@,Detroit Lions,W 21-6,W -11,,Tampa Bay Buccaneers,U 42,
Sun,"Sep 8, 1996",1:00,@,Jacksonville Jaguars,L 27-34,L -2.5,,Houston Oilers,O 39,
Sun,"Sep 8, 1996",1:00,@,Kansas City Chiefs,W 19-3,W -6.5,,Oakland Raiders,U 38,
Sun,"Sep 8, 1996",1:00,@,New Orleans Saints,L 20-22,L -3,,Carolina Panthers,O 40.5,
Sun,"Sep 8, 1996",1:00,,Indianapolis Colts,W 21-7,W -4.5,@,New York Jets,U 38,
Sun,"Sep 8, 1996",1:00,@,Pittsburgh Steelers,W 31-17,W -4,,Baltimore Ravens,O 37.5,
Sun,"Sep 8, 1996",1:00,@,Washington Redskins,W 10-3,W PK,,Chicago Bears,U 43.5,
Sun,"Sep 8, 1996",4:00,@,Dallas Cowboys,W 27-0,W -10,,New York Giants,U 38,
Sun,"Sep 8, 1996",4:00,@,San Diego Chargers,W 27-14,W -6.5,,Cincinnati Bengals,P 41,
Sun,"Sep 8, 1996",4:00,@,San Francisco 49ers,W 34-0,W -12.5,,St Louis Rams,U 44,
Sun,"Sep 8, 1996",4:00,,Denver Broncos,W 30-20,W -2,@,Seattle Seahawks,O 41.5,
Sun,"Sep 8, 1996",8:00,,Miami Dolphins,W 38-10,W -6,@,Arizona Cardinals,O 39,
Mon,"Sep 9, 1996",9:00,@,Green Bay Packers,W 39-13,W -7.5,,Philadelphia Eagles,O 40,
