Sun,"Sep 15, 1996",1:00,@,Chicago Bears,L 14-20,L -3.5,,Minnesota Vikings,U 42.5,
Sun,"Sep 15, 1996",1:00,@,Cincinnati Bengals,W 30-15,W -3,,New Orleans Saints,O 42.5,
Sun,"Sep 15, 1996",1:00,@,Green Bay Packers,W 42-10,W -8.5,,San Diego Chargers,O 44,
Sun,"Sep 15, 1996",1:00,@,Houston Oilers,W 29-13,W -3.5,,Baltimore Ravens,O 40,
Sun,"Sep 15, 1996",1:00,@,Miami Dolphins,W 36-27,L -12.5,,New York Jets,O 39.5,
Sun,"Sep 15, 1996",1:00,@,New England Patriots,W 31-0,W -10,,Arizona Cardinals,U 39.5,
Sun,"Sep 15, 1996",1:00,@,Philadelphia Eagles,W 24-17,W -1.5,,Detroit Lions,U 42.5,
Sun,"Sep 15, 1996",4:00,@,Dallas Cowboys,L 24-25,L -9.5,,Indianapolis Colts,O 38.5,
Sun,"Sep 15, 1996",4:00,,Washington Redskins,W 31-10,W -1,@,New York Giants,O 38.5,
Sun,"Sep 15, 1996",4:00,@,Oakland Raiders,W 17-3,W -6.5,,Jacksonville Jaguars,U 39,
Sun,"Sep 15, 1996",4:00,,Kansas City Chiefs,W 35-17,W -3.5,@,Seattle Seahawks,O 38.5,
Sun,"Sep 15, 1996",8:00,@,Denver Broncos,W 27-23,L -13,,Tampa Bay Buccaneers,O 40.5,
Mon,"Sep 16, 1996",9:00,@,Pittsburgh Steelers,W 24-6,W -2,,Buffalo Bills,U 40,
