Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,Oct 13 1996,1:00,@,Atlanta Falcons,L 13-23,L -1.5,,Houston Oilers,U 44.5,
Sun,Oct 13 1996,1:00,@,Buffalo Bills,L 7-21,L -6.5,,Miami Dolphins,U 36.5,
Sun,Oct 13 1996,1:00,@,Carolina Panthers,W 45-13,W -7,,St Louis Rams,O 38.5,
Sun,Oct 13 1996,1:00,@,Dallas Cowboys,W 17-3,L -14.5,,Arizona Cardinals,U 41,
Sun,Oct 13 1996,1:00,@,Jacksonville Jaguars,W 21-17,L -7.5,,New York Jets,U 38.5,
Sun,Oct 13 1996,1:00,@,New England Patriots,L 22-27,L -4.5,,Washington Redskins,O 41,
Sun,Oct 13 1996,1:00,@,New Orleans Saints,W 27-24,W -1,,Chicago Bears,O 40,
Sun,Oct 13 1996,1:00,@,Pittsburgh Steelers,W 20-10,P -10,,Cincinnati Bengals,U 41,
Sun,Oct 13 1996,1:00,,Minnesota Vikings,L 13-24,L -6.5,@,Tampa Bay Buccaneers,U 37.5,
Sun,Oct 13 1996,4:00,,Philadelphia Eagles,W 19-10,W -3,@,New York Giants,U 36.5,
Sun,Oct 13 1996,4:00,@,Oakland Raiders,W 37-21,W -1,,Detroit Lions,O 41.5,
Sun,Oct 13 1996,8:00,@,Indianapolis Colts,W 26-21,L -9,,Baltimore Ravens,O 39,
Mon,Oct 14 1996,9:00,@,Green Bay Packers,W 23-20 (OT),L -5.5,,San Francisco 49ers,U 45.5,
