Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Sep 22, 1996",1:00,,San Francisco 49ers,L 7-23,L -9,@,Carolina Panthers,U 42,
Sun,"Sep 22, 1996",1:00,@,Kansas City Chiefs,W 17-14,L -5,,Denver Broncos,U 40.5,
Sun,"Sep 22, 1996",1:00,,Green Bay Packers,L 21-30,L -6.5,@,Minnesota Vikings,O 44.5,
Sun,"Sep 22, 1996",1:00,@,New England Patriots,W 28-25 (OT),L -8,,Jacksonville Jaguars,O 39,
Sun,"Sep 22, 1996",1:00,@,New Orleans Saints,L 14-28,L -7.5,,Arizona Cardinals,O 39,
Sun,"Sep 22, 1996",1:00,@,New York Jets,L 6-13,L -2,,New York Giants,U 37,
Sun,"Sep 22, 1996",1:00,@,St Louis Rams,L 10-17,L -2,,Washington Commanders,U 40.5,
Sun,"Sep 22, 1996",4:00,,Dallas Cowboys,L 7-10,L -2.5,@,Buffalo Bills,U 42,
Sun,"Sep 22, 1996",4:00,@,Detroit Lions,W 35-16,W -4.5,,Chicago Bears,O 42,
Sun,"Sep 22, 1996",4:00,@,Oakland Raiders,L 34-40,L -3,,San Diego Chargers,O 38.5,
Sun,"Sep 22, 1996",4:00,,Seattle Seahawks,W 17-13,W -2,@,Tampa Bay Buccaneers,U 38,
Sun,"Sep 22, 1996",8:00,@,Atlanta Falcons,L 18-33,L -2,,Philadelphia Eagles,O 43,
Mon,"Sep 23, 1996",9:00,@,Indianapolis Colts,W 10-6,W -2.5,,Miami Dolphins,U 42,
