Sun,"Oct 31, 1965",,@,Buffalo Bills,L 17-19,L -7,,Houston Oilers,,
Sun,"Oct 31, 1965",,@,Kansas City Chiefs,W 14-7,W -2.5,,Oakland Raiders,,
Sun,"Oct 31, 1965",,@,New York Jets,W 45-10,W -3,,Denver Broncos,,
Sun,"Oct 31, 1965",,@,San Diego Chargers,L 6-22,L -14,,Boston Patriots,,
