Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Oct 17, 1965",,@,Cleveland Browns,W 23-17,L -10,,Dallas Cowboys,,
Sun,"Oct 17, 1965",,,Green Bay Packers,W 31-21,W -9,@,Detroit Lions,,
Sun,"Oct 17, 1965",,@,Los Angeles Rams,L 21-45,L PK,,San Francisco 49ers,,
Sun,"Oct 17, 1965",,@,Minnesota Vikings,L 37-45,L -7,,Chicago Bears,,
Sun,"Oct 17, 1965",,,Philadelphia Eagles,L 27-35,L -3.5,@,New York Giants,,
Sun,"Oct 17, 1965",,,St Louis Cardinals,W 20-7,W -12,@,Pittsburgh Steelers,,
Sun,"Oct 17, 1965",,,Baltimore Colts,W 38-7,W -12,@,Washington Redskins,,
