Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sat,"Sep 18, 1965",,@,New York Jets,L 10-14,L PK,,Kansas City Chiefs,,
Sun,"Sep 19, 1965",,,Buffalo Bills,W 30-15,W -7,@,Denver Broncos,,
Sun,"Sep 19, 1965",,@,Houston Oilers,W 31-10,W -4,,Boston Patriots,,
Sun,"Sep 19, 1965",,@,Oakland Raiders,L 6-17,L PK,,San Diego Chargers,,
