Sun,"Oct 24, 1965",,@,Baltimore Colts,W 35-20,L -16,,Los Angeles Rams,,
Sun,"Oct 24, 1965",,@,Chicago Bears,W 38-10,W -7,,Detroit Lions,,
Sun,"Oct 24, 1965",,@,Green Bay Packers,W 13-3,W -3.5,,Dallas Cowboys,,at Milwaukee
Sun,"Oct 24, 1965",,,Cleveland Browns,W 38-14,W -8,@,New York Giants,,
Sun,"Oct 24, 1965",,,Pittsburgh Steelers,W 20-14,L -8,@,Philadelphia Eagles,,
Sun,"Oct 24, 1965",,@,San Francisco 49ers,L 41-42,L PK,,Minnesota Vikings,,
Sun,"Oct 24, 1965",,@,St Louis Cardinals,L 20-24,L -13,,Washington Redskins,,
