Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Nov 25, 1965",,,Baltimore Colts,T 24-24,L -10,@,Detroit Lions,,
Sun,"Nov 28, 1965",,,Green Bay Packers,L 10-21,L -9,@,Los Angeles Rams,,
Sun,"Nov 28, 1965",,@,Minnesota Vikings,L 24-45,L -5,,San Francisco 49ers,,
Sun,"Nov 28, 1965",,,Chicago Bears,W 35-14,W -10,@,New York Giants,,
Sun,"Nov 28, 1965",,,Cleveland Browns,W 42-21,W -11,@,Pittsburgh Steelers,,
Sun,"Nov 28, 1965",,@,St Louis Cardinals,L 24-28,L -4,,Philadelphia Eagles,,
Sun,"Nov 28, 1965",,@,Washington Redskins,W 34-31,L -4,,Dallas Cowboys,,
