Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sat,"Dec 11, 1982",12:30,@,New York Giants,W 23-7,W -2,,Philadelphia Eagles,U 37,
Sat,"Dec 11, 1982",4:00,@,San Francisco 49ers,L 37-41,L -2,,San Diego Chargers,O 47,
Sun,"Dec 12, 1982",12:00,@,Buffalo Bills,W 13-0,W PK,,Pittsburgh Steelers,U 40,
Sun,"Dec 12, 1982",1:00,@,Cincinnati Bengals,W 23-10,W -8,,Cleveland Browns,U 44,
Sun,"Dec 12, 1982",1:00,@,Green Bay Packers,L 10-30,L -5.5,,Detroit Lions,U 41,
Sun,"Dec 12, 1982",1:00,@,Minnesota Vikings,W 13-10,L -12,,Baltimore Colts,U 38,
Sun,"Dec 12, 1982",1:00,,Miami Dolphins,L 0-3,L -6,@,New England Patriots,U 37,
Sun,"Dec 12, 1982",1:00,@,New York Jets,W 32-17,W -3.5,,Tampa Bay Buccaneers,O 35,
Sun,"Dec 12, 1982",1:00,,Washington Commanders,W 12-7,W -1,@,St Louis Cardinals,U 42,
Sun,"Dec 12, 1982",4:00,@,Atlanta Falcons,W 35-0,W -3.5,,New Orleans Saints,U 41,
Sun,"Dec 12, 1982",4:00,,Los Angeles Raiders,W 21-16,W -3,@,Kansas City Chiefs,U 40,
Sun,"Dec 12, 1982",4:00,@,Los Angeles Rams,L 24-27,L -2.5,,Denver Broncos,O 43,
Sun,"Dec 12, 1982",4:00,@,Seattle Seahawks,W 20-14,W -3.5,,Chicago Bears,U 35,
Mon,"Dec 13, 1982",9:00,,Dallas Cowboys,W 37-7,W -8.5,@,Houston Oilers,O 38,
