Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Nov 21, 1982",1:00,@,Atlanta Falcons,W 34-17,W -3.5,,Los Angeles Rams,O 40,
Sun,"Nov 21, 1982",1:00,@,Buffalo Bills,L 7-9,L -1,,Miami Dolphins,U 35,
Sun,"Nov 21, 1982",1:00,,Detroit Lions,L 17-20,L -3.5,@,Chicago Bears,O 32,
Sun,"Nov 21, 1982",1:00,@,Cleveland Browns,W 10-7,L -6.5,,New England Patriots,U 38,
Sun,"Nov 21, 1982",1:00,@,Dallas Cowboys,W 14-9,L -7,,Tampa Bay Buccaneers,U 37,
Sun,"Nov 21, 1982",1:00,@,Green Bay Packers,W 26-7,W -2,,Minnesota Vikings,U 40,at Milwaukee
Sun,"Nov 21, 1982",1:00,,Pittsburgh Steelers,W 24-10,W -5.5,@,Houston Oilers,U 38,
Sun,"Nov 21, 1982",1:00,,Kansas City Chiefs,L 17-27,L -2.5,@,New Orleans Saints,O 31,
Sun,"Nov 21, 1982",1:00,@,New York Jets,W 37-0,W -8,,Baltimore Colts,U 39,
Sun,"Nov 21, 1982",1:00,@,Philadelphia Eagles,L 14-18,L -1,,Cincinnati Bengals,U 40,
Sun,"Nov 21, 1982",4:00,@,Denver Broncos,L 10-17,L -7.5,,Seattle Seahawks,U 36,
Sun,"Nov 21, 1982",4:00,@,New York Giants,L 17-27,L PK,,Washington Commanders,O 35,
Sun,"Nov 21, 1982",4:00,,San Francisco 49ers,W 31-20,W -4,@,St Louis Cardinals,O 36,
Mon,"Nov 22, 1982",9:00,@,Los Angeles Raiders,W 28-24,W -1,,San Diego Chargers,O 41,
