Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Sep 16, 1982",8:30,@,Buffalo Bills,W 23-22,L -3,,Minnesota Vikings,O 35,
Sun,"Sep 19, 1982",1:00,@,Atlanta Falcons,L 14-38,L -3,,Los Angeles Raiders,O 40,
Sun,"Sep 19, 1982",1:00,@,Chicago Bears,L 0-10,L -4.5,,New Orleans Saints,U 34,
Sun,"Sep 19, 1982",1:00,@,Cleveland Browns,L 21-24,L -2.5,,Philadelphia Eagles,O 42,
Sun,"Sep 19, 1982",1:00,,San Diego Chargers,L 12-19,L -3,@,Kansas City Chiefs,U 40,
Sun,"Sep 19, 1982",1:00,,New York Jets,W 31-7,W -1,@,New England Patriots,U 46,
Sun,"Sep 19, 1982",1:00,,Cincinnati Bengals,L 20-26 (OT),L -1,@,Pittsburgh Steelers,O 43,
Sun,"Sep 19, 1982",1:00,,Dallas Cowboys,W 24-7,W -4,@,St Louis Cardinals,U 39,
Sun,"Sep 19, 1982",4:00,@,Denver Broncos,W 24-21,W -1,,San Francisco 49ers,O 40,
Sun,"Sep 19, 1982",4:00,@,Houston Oilers,W 23-21,L -3.5,,Seattle Seahawks,O 35,
Sun,"Sep 19, 1982",4:00,@,Los Angeles Rams,L 14-19,L -1.5,,Detroit Lions,U 44,
Sun,"Sep 19, 1982",4:00,@,Miami Dolphins,W 24-20,L -12.5,,Baltimore Colts,U 45,
Sun,"Sep 19, 1982",4:00,@,Tampa Bay Buccaneers,L 13-21,L -3.5,,Washington Redskins,U 37,
Mon,"Sep 20, 1982",9:00,@,New York Giants,L 19-27,L -2.5,,Green Bay Packers,O 41,
