Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,Sep 21 1997,1:00,@,Carolina Panthers,L 14-35,L -4.5,,Kansas City Chiefs,O 37.5,
Sun,Sep 21 1997,1:00,@,Green Bay Packers,W 38-32,L -11,,Minnesota Vikings,O 43.5,
Sun,Sep 21 1997,1:00,@,New England Patriots,W 31-3,W -13,,Chicago Bears,U 45,
Sun,Sep 21 1997,1:00,,Detroit Lions,L 17-35,L -5.5,@,New Orleans Saints,O 39.5,
Sun,Sep 21 1997,1:00,@,New York Jets,W 23-22,W PK,,Oakland Raiders,P 45,
Sun,Sep 21 1997,1:00,@,Tennessee Oilers,L 10-36,L -4.5,,Baltimore Ravens,O 43.5,
Sun,Sep 21 1997,4:00,@,Buffalo Bills,W 37-35,L -6,,Indianapolis Colts,O 37.5,
Sun,Sep 21 1997,4:00,@,Denver Broncos,W 38-20,W -12,,Cincinnati Bengals,O 45,
Sun,Sep 21 1997,4:00,@,San Francisco 49ers,W 34-7,W -15,,Atlanta Falcons,O 38.5,
Sun,Sep 21 1997,4:00,@,Seattle Seahawks,W 26-22,L -4.5,,San Diego Chargers,O 41,
Sun,Sep 21 1997,4:00,@,St Louis Rams,W 13-3,W -3.5,,New York Giants,U 42,
Sun,Sep 21 1997,8:00,@,Tampa Bay Buccaneers,W 31-21,W -3.5,,Miami Dolphins,O 36.5,
Mon,Sep 22 1997,9:00,@,Jacksonville Jaguars,W 30-21,W -3,,Pittsburgh Steelers,O 40.5,
