Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Nov 27, 1997",12:30,@,Detroit Lions,W 55-20,W -8,,Chicago Bears,O 43,
Thu,"Nov 27, 1997",4:00,@,Dallas Cowboys,L 14-27,L -6.5,,Tennessee Oilers,O 38.5,
Sun,"Nov 30, 1997",1:00,,New York Jets,L 10-20,L -2.5,@,Buffalo Bills,U 38.5,
Sun,"Nov 30, 1997",1:00,@,Carolina Panthers,L 13-16,L -9,,New Orleans Saints,U 36,
Sun,"Nov 30, 1997",1:00,@,Jacksonville Jaguars,W 29-27,L -8,,Baltimore Ravens,O 43.5,
Sun,"Nov 30, 1997",1:00,,San Francisco 49ers,L 9-44,L -4.5,@,Kansas City Chiefs,O 37,
Sun,"Nov 30, 1997",1:00,@,New England Patriots,W 20-17,L -11.5,,Indianapolis Colts,U 40,
Sun,"Nov 30, 1997",1:00,@,Philadelphia Eagles,W 44-42,L -5,,Cincinnati Bengals,O 39,
Sun,"Nov 30, 1997",1:00,@,Washington Commanders,L 20-23,L -8.5,,St Louis Rams,O 36.5,
Sun,"Nov 30, 1997",4:00,,Pittsburgh Steelers,W 26-20 (OT),W -5.5,@,Arizona Cardinals,O 38,
Sun,"Nov 30, 1997",4:00,@,New York Giants,L 8-20,L -1,,Tampa Bay Buccaneers,U 35,
Sun,"Nov 30, 1997",4:00,,Miami Dolphins,W 34-16,W -2.5,@,Oakland Raiders,O 44,
Sun,"Nov 30, 1997",4:00,@,Seattle Seahawks,L 17-24,L -7,,Atlanta Falcons,U 43.5,
Sun,"Nov 30, 1997",8:00,,Denver Broncos,W 38-28,W -8.5,@,San Diego Chargers,O 43.5,
Mon,"Dec 1, 1997",9:00,,Green Bay Packers,W 27-11,W -3,@,Minnesota Vikings,U 44,
