Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Nov 16, 1997",1:00,@,Baltimore Ravens,T 10-10 (OT),L -2.5,,Philadelphia Eagles,U 41,
Sun,"Nov 16, 1997",1:00,,Minnesota Vikings,L 15-38,L -1,@,Detroit Lions,O 43,
Sun,"Nov 16, 1997",1:00,,Green Bay Packers,L 38-41,L -13,@,Indianapolis Colts,O 39.5,
Sun,"Nov 16, 1997",1:00,@,Jacksonville Jaguars,W 17-9,W -6,,Tennessee Oilers,U 42.5,
Sun,"Nov 16, 1997",1:00,,Denver Broncos,L 22-24,L -3,@,Kansas City Chiefs,O 40,
Sun,"Nov 16, 1997",1:00,,Seattle Seahawks,L 17-20 (OT),L -6,@,New Orleans Saints,U 39,
Sun,"Nov 16, 1997",1:00,@,New York Giants,W 19-10,W -5.5,,Arizona Cardinals,U 37,
Sun,"Nov 16, 1997",1:00,@,Pittsburgh Steelers,W 20-3,W -9.5,,Cincinnati Bengals,U 43,
Sun,"Nov 16, 1997",1:00,@,St Louis Rams,L 21-27,L -3.5,,Atlanta Falcons,O 42.5,
Sun,"Nov 16, 1997",1:00,,New England Patriots,L 7-27,L -2,@,Tampa Bay Buccaneers,U 41,
Sun,"Nov 16, 1997",4:00,,New York Jets,W 23-15,W -3,@,Chicago Bears,U 41,
Sun,"Nov 16, 1997",4:00,@,Dallas Cowboys,W 17-14,L -5.5,,Washington Redskins,U 38.5,
Sun,"Nov 16, 1997",4:00,@,San Francisco 49ers,W 27-19,L -10,,Carolina Panthers,O 38.5,
Sun,"Nov 16, 1997",8:00,@,San Diego Chargers,L 13-38,L PK,,Oakland Raiders,O 44,
Mon,"Nov 17, 1997",9:00,@,Miami Dolphins,W 30-13,W -6,,Buffalo Bills,O 38.5,
