Thu,"Oct 16, 1997",8:00,@,Kansas City Chiefs,W 31-3,W -5.5,,San Diego Chargers,U 41,
Sun,"Oct 19, 1997",1:00,,San Francisco 49ers,W 35-28,L -10.5,@,Atlanta Falcons,O 40.5,
Sun,"Oct 19, 1997",1:00,@,Dallas Cowboys,W 26-22,L -4.5,,Jacksonville Jaguars,O 43,
Sun,"Oct 19, 1997",1:00,,Carolina Panthers,W 13-0,W -4.5,@,New Orleans Saints,U 37,
Sun,"Oct 19, 1997",1:00,,New England Patriots,L 19-24,L -3,@,New York Jets,U 45,
Sun,"Oct 19, 1997",1:00,@,Philadelphia Eagles,W 13-10 (OT),L -8.5,,Arizona Cardinals,U 38,
Sun,"Oct 19, 1997",1:00,,Seattle Seahawks,W 17-9,W -1.5,@,St Louis Rams,U 40,
Sun,"Oct 19, 1997",1:00,,Washington Redskins,L 14-28,L -2,@,Tennessee Oilers,O 41,
Sun,"Oct 19, 1997",4:00,,Miami Dolphins,W 24-13,W -1,@,Baltimore Ravens,U 44,
Sun,"Oct 19, 1997",4:00,,Pittsburgh Steelers,W 26-10,W -5,@,Cincinnati Bengals,U 43,
Sun,"Oct 19, 1997",4:00,@,Detroit Lions,L 20-26 (OT),L -6.5,,New York Giants,O 39,
Sun,"Oct 19, 1997",4:00,,Denver Broncos,L 25-28,L -5.5,@,Oakland Raiders,O 46,
Mon,"Oct 20, 1997",9:00,,Buffalo Bills,W 9-6,W -2.5,@,Indianapolis Colts,U 38.5,
