Sun,"Nov 2, 1997",1:00,@,Atlanta Falcons,W 34-31,P -3,,St Louis Rams,O 40.5,
Sun,"Nov 2, 1997",1:00,@,Buffalo Bills,W 9-6,W -2,,Miami Dolphins,U 40.5,
Sun,"Nov 2, 1997",1:00,@,Carolina Panthers,W 38-14,W -2.5,,Oakland Raiders,O 43,
Sun,"Nov 2, 1997",1:00,,Washington Redskins,W 31-8,W -3,@,Chicago Bears,U 40,
Sun,"Nov 2, 1997",1:00,,San Diego Chargers,L 31-38,L -1.5,@,Cincinnati Bengals,O 43,
Sun,"Nov 2, 1997",1:00,,Tampa Bay Buccaneers,W 31-28,L -4.5,@,Indianapolis Colts,O 37,
Sun,"Nov 2, 1997",1:00,@,Minnesota Vikings,W 23-18,W -1,,New England Patriots,U 44,
Sun,"Nov 2, 1997",1:00,@,New York Jets,W 19-16 (OT),L -5.5,,Baltimore Ravens,U 46,
Sun,"Nov 2, 1997",4:00,,Philadelphia Eagles,L 21-31,L -4.5,@,Arizona Cardinals,O 37,
Sun,"Nov 2, 1997",4:00,@,Denver Broncos,W 30-27,L -9.5,,Seattle Seahawks,O 44,
Sun,"Nov 2, 1997",4:00,@,San Francisco 49ers,W 17-10,P -7,,Dallas Cowboys,U 41,
Sun,"Nov 2, 1997",4:00,,Jacksonville Jaguars,W 30-24,W -1,@,Tennessee Oilers,O 43.5,
Sun,"Nov 2, 1997",8:00,@,Green Bay Packers,W 20-10,P -10,,Detroit Lions,U 43,
Mon,"Nov 3, 1997",9:00,@,Kansas City Chiefs,W 13-10,P -3,,Pittsburgh Steelers,U 41.5,
