Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,Oct 12 1997,1:00,,Green Bay Packers,W 24-23,L -11.5,@,Chicago Bears,O 41,
Sun,Oct 12 1997,1:00,@,Jacksonville Jaguars,W 38-21,W -3,,Philadelphia Eagles,O 42,
Sun,Oct 12 1997,1:00,@,New England Patriots,W 33-6,W -9,,Buffalo Bills,U 42,
Sun,Oct 12 1997,1:00,@,New Orleans Saints,L 17-23,L -2,,Atlanta Falcons,O 38,
Sun,Oct 12 1997,1:00,@,New York Jets,L 20-31,L -3.5,,Miami Dolphins,O 42.5,
Sun,Oct 12 1997,1:00,@,Tampa Bay Buccaneers,L 9-27,L -5.5,,Detroit Lions,U 39,
Sun,Oct 12 1997,1:00,@,Tennessee Oilers,W 30-7,W -2.5,,Cincinnati Bengals,U 42.5,
Sun,Oct 12 1997,4:00,@,Arizona Cardinals,L 13-27,L -3.5,,New York Giants,O 38.5,
Sun,Oct 12 1997,4:00,@,Minnesota Vikings,W 21-14,W -4,,Carolina Panthers,U 41,
Sun,Oct 12 1997,4:00,@,San Francisco 49ers,W 30-10,W -14,,St Louis Rams,U 41,
Sun,Oct 12 1997,8:00,@,Pittsburgh Steelers,W 24-22,L -10.5,,Indianapolis Colts,O 41,
Mon,Oct 13 1997,9:00,,Dallas Cowboys,L 16-21,L -3,@,Washington Redskins,U 39.5,
