Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Oct 5, 1997",1:00,,Pittsburgh Steelers,W 42-34,W -2,@,Baltimore Ravens,O 43.5,
Sun,"Oct 5, 1997",1:00,@,Buffalo Bills,W 22-13,W -3.5,,Detroit Lions,U 41,
Sun,"Oct 5, 1997",1:00,@,Green Bay Packers,W 21-16,L -7,,Tampa Bay Buccaneers,U 39.5,
Sun,"Oct 5, 1997",1:00,@,Jacksonville Jaguars,W 21-13,W -7,,Cincinnati Bengals,U 45,
Sun,"Oct 5, 1997",1:00,@,Miami Dolphins,W 17-14,P -3,,Kansas City Chiefs,U 40,
Sun,"Oct 5, 1997",1:00,,Dallas Cowboys,L 17-20,L -7.5,@,New York Giants,U 39,
Sun,"Oct 5, 1997",1:00,@,Philadelphia Eagles,W 24-10,W -3.5,,Washington Redskins,U 41.5,
Sun,"Oct 5, 1997",4:00,,Minnesota Vikings,W 20-19,P -1,@,Arizona Cardinals,U 41,
Sun,"Oct 5, 1997",4:00,,New York Jets,W 16-12,W -3,@,Indianapolis Colts,U 42,
Sun,"Oct 5, 1997",4:00,@,Oakland Raiders,L 10-25,L -7,,San Diego Chargers,U 45,
Sun,"Oct 5, 1997",4:00,@,Seattle Seahawks,W 16-13,L -5.5,,Tennessee Oilers,U 42.5,
Sun,"Oct 5, 1997",8:00,@,Chicago Bears,L 17-20,L -3,,New Orleans Saints,U 38,
Mon,"Oct 6, 1997",9:00,@,Denver Broncos,W 34-13,W -4,,New England Patriots,O 45,
