Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,Nov 9 1997,1:00,,Tampa Bay Buccaneers,W 31-10,W -3,@,Atlanta Falcons,O 40,
Sun,Nov 9 1997,1:00,@,Dallas Cowboys,W 24-6,W -8.5,,Arizona Cardinals,U 38.5,
Sun,Nov 9 1997,1:00,@,Green Bay Packers,W 17-7,L -15,,St Louis Rams,U 42.5,
Sun,Nov 9 1997,1:00,,Cincinnati Bengals,W 28-13,W -2.5,@,Indianapolis Colts,O 40.5,
Sun,Nov 9 1997,1:00,@,Jacksonville Jaguars,W 24-10,W -5,,Kansas City Chiefs,U 42,
Sun,Nov 9 1997,1:00,@,Miami Dolphins,W 24-17,W -2.5,,New York Jets,U 43,
Sun,Nov 9 1997,1:00,@,Minnesota Vikings,W 29-22,L -9,,Chicago Bears,O 42.5,
Sun,Nov 9 1997,1:00,@,Washington Redskins,W 30-7,W -4,,Detroit Lions,U 41,
Sun,Nov 9 1997,4:00,,New England Patriots,W 31-10,W -3,@,Buffalo Bills,U 41.5,
Sun,Nov 9 1997,4:00,@,Denver Broncos,W 34-0,W -8,,Carolina Panthers,U 42,
Sun,Nov 9 1997,4:00,@,Oakland Raiders,L 10-13,L -9.5,,New Orleans Saints,U 43,
Sun,Nov 9 1997,4:00,,Seattle Seahawks,W 37-31,W -3,@,San Diego Chargers,O 41.5,
Sun,Nov 9 1997,4:00,@,Tennessee Oilers,W 10-6,W -2.5,,New York Giants,U 39,
Sun,Nov 9 1997,8:00,@,Pittsburgh Steelers,W 37-0,W -6.5,,Baltimore Ravens,U 45,
Mon,Nov 10 1997,9:00,,San Francisco 49ers,W 24-12,W -3.5,@,Philadelphia Eagles,U 39.5,
