Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Thu,Sep 4 2014,8:42,@,Seattle Seahawks,W 36-16,W -8.5,,Green Bay Packers,O 45,
Sun,Sep 7 2014,1:00,@,Chicago Bears,L 20-23 (OT),L -7,,Buffalo Bills,U 47,
Sun,Sep 7 2014,1:00,@,St Louis Rams,L 6-34,L -3.5,,Minnesota Vikings,U 43.5,
Sun,Sep 7 2014,1:02,@,Baltimore Ravens,L 16-23,L -2,,Cincinnati Bengals,U 43,
Sun,Sep 7 2014,1:02,@,Kansas City Chiefs,L 10-26,L -3.5,,Tennessee Titans,U 43,
Sun,Sep 7 2014,1:02,@,New York Jets,W 19-14,L -5.5,,Oakland Raiders,U 40,
Sun,Sep 7 2014,1:02,@,Philadelphia Eagles,W 34-17,W -10.5,,Jacksonville Jaguars,U 52,
Sun,Sep 7 2014,1:02,@,Pittsburgh Steelers,W 30-27,L -7,,Cleveland Browns,O 41.5,
Sun,Sep 7 2014,1:03,,New Orleans Saints,L 34-37 (OT),L -3,@,Atlanta Falcons,O 51.5,
Sun,Sep 7 2014,1:03,@,Houston Texans,W 17-6,W -3,,Washington Redskins,U 45,
Sun,Sep 7 2014,1:03,,New England Patriots,L 20-33,L -5,@,Miami Dolphins,O 47,
Sun,Sep 7 2014,4:25,,San Francisco 49ers,W 28-17,W -4.5,@,Dallas Cowboys,U 51,
Sun,Sep 7 2014,4:25,@,Tampa Bay Buccaneers,L 14-20,L -2.5,,Carolina Panthers,U 39.5,
Sun,Sep 7 2014,8:30,@,Denver Broncos,W 31-24,L -7.5,,Indianapolis Colts,P 55,
Mon,Sep 8 2014,7:11,@,Detroit Lions,W 35-14,W -5.5,,New York Giants,O 47,
Mon,Sep 8 2014,9:20,@,Arizona Cardinals,W 18-17,L -3,,San Diego Chargers,U 45,
