Thu,"Oct 2, 2014",8:26,@,Green Bay Packers,W 42-10,W -7.5,,Minnesota Vikings,O 47.5,
Sun,"Oct 5, 2014",1:02,,Pittsburgh Steelers,W 17-9,W -6,@,Jacksonville Jaguars,U 47.5,
Sun,"Oct 5, 2014",1:02,@,Philadelphia Eagles,W 34-28,L -6.5,,St Louis Rams,O 47.5,
Sun,"Oct 5, 2014",1:02,@,Tennessee Titans,L 28-29,L -1,,Cleveland Browns,O 44,
Sun,"Oct 5, 2014",1:03,@,Carolina Panthers,W 31-24,W -2.5,,Chicago Bears,O 45.5,
Sun,"Oct 5, 2014",1:03,@,Dallas Cowboys,W 20-17 (OT),L -6.5,,Houston Texans,U 47,
Sun,"Oct 5, 2014",1:03,@,Detroit Lions,L 14-17,L -6.5,,Buffalo Bills,U 43,
Sun,"Oct 5, 2014",1:03,@,Indianapolis Colts,W 20-13,W -3,,Baltimore Ravens,U 49,
Sun,"Oct 5, 2014",1:03,@,New Orleans Saints,W 37-31 (OT),L -10,,Tampa Bay Buccaneers,O 48,
Sun,"Oct 5, 2014",1:03,@,New York Giants,W 30-20,W -4,,Atlanta Falcons,P 50,
Sun,"Oct 5, 2014",4:05,@,Denver Broncos,W 41-20,W -7.5,,Arizona Cardinals,O 48,
Sun,"Oct 5, 2014",4:25,@,San Diego Chargers,W 31-0,W -6.5,,New York Jets,U 43.5,
Sun,"Oct 5, 2014",4:25,@,San Francisco 49ers,W 22-17,P -5,,Kansas City Chiefs,U 44,
Sun,"Oct 5, 2014",8:43,@,New England Patriots,W 43-17,W PK,,Cincinnati Bengals,O 46,
Mon,"Oct 6, 2014",8:30,,Seattle Seahawks,W 27-17,W -7,@,Washington Redskins,U 45.5,
