Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Dec 28, 2014",1:02,@,Baltimore Ravens,W 20-10,L -13.5,,Cleveland Browns,U 39.5,
Sun,"Dec 28, 2014",1:02,@,Miami Dolphins,L 24-37,L -6.5,,New York Jets,O 41,
Sun,"Dec 28, 2014",1:02,@,Minnesota Vikings,W 13-9,L -7,,Chicago Bears,U 46.5,
Sun,"Dec 28, 2014",1:02,@,New England Patriots,L 9-17,L -6.5,,Buffalo Bills,U 44,
Sun,"Dec 28, 2014",1:02,@,New York Giants,L 26-34,L PK,,Philadelphia Eagles,O 52,
Sun,"Dec 28, 2014",1:02,,Indianapolis Colts,W 27-10,W -7.5,@,Tennessee Titans,U 46.5,
Sun,"Dec 28, 2014",1:03,@,Houston Texans,W 23-17,L -7.5,,Jacksonville Jaguars,O 38,
Sun,"Dec 28, 2014",1:03,@,Kansas City Chiefs,W 19-7,W -2.5,,San Diego Chargers,U 42.5,
Sun,"Dec 28, 2014",1:03,,New Orleans Saints,W 23-20,L -5.5,@,Tampa Bay Buccaneers,U 46.5,
Sun,"Dec 28, 2014",1:05,,Dallas Cowboys,W 44-17,W -6,@,Washington Redskins,O 47.5,
Sun,"Dec 28, 2014",4:25,@,Atlanta Falcons,L 3-34,L -3,,Carolina Panthers,U 48,
Sun,"Dec 28, 2014",4:25,@,Denver Broncos,W 47-14,W -14,,Oakland Raiders,O 48,
Sun,"Dec 28, 2014",4:25,@,Green Bay Packers,W 30-20,W -7,,Detroit Lions,O 46.5,
Sun,"Dec 28, 2014",4:25,@,San Francisco 49ers,W 20-17,L -6.5,,Arizona Cardinals,U 37.5,
Sun,"Dec 28, 2014",4:27,@,Seattle Seahawks,W 20-6,W -11,,St Louis Rams,U 41.5,
Sun,"Dec 28, 2014",8:30,@,Pittsburgh Steelers,W 27-17,W -3.5,,Cincinnati Bengals,U 48,
