Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Oct 9, 2014",8:26,,Indianapolis Colts,W 33-28,W -2.5,@,Houston Texans,O 46.5,
Sun,"Oct 12, 2014",1:02,@,Buffalo Bills,L 22-37,L -1,,New England Patriots,O 44,
Sun,"Oct 12, 2014",1:02,@,Cleveland Browns,W 31-10,W -1.5,,Pittsburgh Steelers,U 46.5,
Sun,"Oct 12, 2014",1:02,,Green Bay Packers,W 27-24,W -1.5,@,Miami Dolphins,O 47,
Sun,"Oct 12, 2014",1:02,@,Minnesota Vikings,L 3-17,L -1.5,,Detroit Lions,U 43,
Sun,"Oct 12, 2014",1:02,,Denver Broncos,W 31-17,W -9.5,@,New York Jets,O 47.5,
Sun,"Oct 12, 2014",1:02,,Baltimore Ravens,W 48-17,W -3,@,Tampa Bay Buccaneers,O 44,
Sun,"Oct 12, 2014",1:02,@,Tennessee Titans,W 16-14,L -4,,Jacksonville Jaguars,U 42.5,
Sun,"Oct 12, 2014",1:03,@,Cincinnati Bengals,T 37-37 (OT),L -7,,Carolina Panthers,O 44,
Sun,"Oct 12, 2014",4:05,,San Diego Chargers,W 31-28,L -7.5,@,Oakland Raiders,O 44,
Sun,"Oct 12, 2014",4:25,@,Arizona Cardinals,W 30-20,W -5.5,,Washington Redskins,O 47,
Sun,"Oct 12, 2014",4:25,@,Atlanta Falcons,L 13-27,L -3.5,,Chicago Bears,U 55.5,
Sun,"Oct 12, 2014",4:26,@,Seattle Seahawks,L 23-30,L -9.5,,Dallas Cowboys,O 47,
Sun,"Oct 12, 2014",8:41,@,Philadelphia Eagles,W 27-0,W -1.5,,New York Giants,U 51,
Mon,"Oct 13, 2014",8:30,,San Francisco 49ers,W 31-17,W -3.5,@,St Louis Rams,O 44.5,
