Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Nov 13, 2014",8:26,@,Miami Dolphins,W 22-9,W -5,,Buffalo Bills,U 42,
Sun,"Nov 16, 2014",1:00,,Denver Broncos,L 7-22,L -9.5,@,St Louis Rams,U 51,
Sun,"Nov 16, 2014",1:02,@,Chicago Bears,W 21-13,W -2.5,,Minnesota Vikings,U 46.5,
Sun,"Nov 16, 2014",1:02,@,New Orleans Saints,L 10-27,L -7,,Cincinnati Bengals,U 51,
Sun,"Nov 16, 2014",1:03,,Atlanta Falcons,W 19-17,W -1.5,@,Carolina Panthers,U 47,
Sun,"Nov 16, 2014",1:03,@,Cleveland Browns,L 7-23,L -3.5,,Houston Texans,U 41,
Sun,"Nov 16, 2014",1:03,,San Francisco 49ers,W 16-10,W -4,@,New York Giants,U 44.5,
Sun,"Nov 16, 2014",1:03,@,Washington Redskins,L 7-27,L -7.5,,Tampa Bay Buccaneers,U 45.5,
Sun,"Nov 16, 2014",1:04,@,Kansas City Chiefs,W 24-20,W PK,,Seattle Seahawks,O 42.5,
Sun,"Nov 16, 2014",4:05,@,San Diego Chargers,W 13-6,L -10,,Oakland Raiders,U 45,
Sun,"Nov 16, 2014",4:25,@,Arizona Cardinals,W 14-6,W -1,,Detroit Lions,U 41,
Sun,"Nov 16, 2014",4:25,@,Green Bay Packers,W 53-20,W -5.5,,Philadelphia Eagles,O 55,
Sun,"Nov 16, 2014",8:31,@,Indianapolis Colts,L 20-42,L -3,,New England Patriots,O 57,
Mon,"Nov 17, 2014",8:30,,Pittsburgh Steelers,W 27-24,L -5.5,@,Tennessee Titans,O 45.5,
