Thu,"Sep 29, 2016",8:26,@,Cincinnati Bengals,W 22-7,W -7.5,,Miami Dolphins,U 46,
Sun,"Oct 2, 2016",9:35,N,Indianapolis Colts,L 27-30,L -1,,Jacksonville Jaguars,O 48,at London
Sun,"Oct 2, 2016",1:00,,Detroit Lions,L 14-17,L -3,@,Chicago Bears,U 48,
Sun,"Oct 2, 2016",1:02,@,Baltimore Ravens,L 27-28,L -3.5,,Oakland Raiders,O 45,
Sun,"Oct 2, 2016",1:02,@,Houston Texans,W 27-20,W -4,,Tennessee Titans,O 40,
Sun,"Oct 2, 2016",1:02,@,New England Patriots,L 0-16,L -3.5,,Buffalo Bills,U 41,
Sun,"Oct 2, 2016",1:03,,Seattle Seahawks,W 27-17,W -1,@,New York Jets,O 40,
Sun,"Oct 2, 2016",1:04,,Carolina Panthers,L 33-48,L -2.5,@,Atlanta Falcons,O 48.5,
Sun,"Oct 2, 2016",1:05,@,Washington Redskins,W 31-20,W -7.5,,Cleveland Browns,O 48,
Sun,"Oct 2, 2016",4:05,,Denver Broncos,W 27-7,W -3.5,@,Tampa Bay Buccaneers,U 43,
Sun,"Oct 2, 2016",4:25,@,Arizona Cardinals,L 13-17,L -10,,Los Angeles Rams,U 43.5,
Sun,"Oct 2, 2016",4:25,@,San Diego Chargers,L 34-35,L -3.5,,New Orleans Saints,O 54,
Sun,"Oct 2, 2016",4:25,,Dallas Cowboys,W 24-17,W -1,@,San Francisco 49ers,U 44.5,
Sun,"Oct 2, 2016",8:30,@,Pittsburgh Steelers,W 43-14,W -3,,Kansas City Chiefs,O 48,
Mon,"Oct 3, 2016",8:35,@,Minnesota Vikings,W 24-10,W -3.5,,New York Giants,U 42.5,
