Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Thu,Oct 13 2016,8:25,,Denver Broncos,L 13-21,L -3,@,San Diego Chargers,U 44,
Sun,Oct 16 2016,1:02,@,Buffalo Bills,W 45-16,W -7.5,,San Francisco 49ers,O 44,
Sun,Oct 16 2016,1:02,@,Chicago Bears,L 16-17,L -2.5,,Jacksonville Jaguars,U 46,
Sun,Oct 16 2016,1:02,@,Detroit Lions,W 31-28,W -2.5,,Los Angeles Rams,O 44,
Sun,Oct 16 2016,1:02,,Pittsburgh Steelers,L 15-30,L -7.5,@,Miami Dolphins,U 49.5,
Sun,Oct 16 2016,1:02,@,New England Patriots,W 35-17,W -7.5,,Cincinnati Bengals,O 48,
Sun,Oct 16 2016,1:02,@,New York Giants,W 27-23,W -3.5,,Baltimore Ravens,O 42.5,
Sun,Oct 16 2016,1:02,@,Tennessee Titans,W 28-26,L -7.5,,Cleveland Browns,O 44.5,
Sun,Oct 16 2016,1:03,,Carolina Panthers,L 38-41,L -2.5,@,New Orleans Saints,O 53.5,
Sun,Oct 16 2016,1:03,,Philadelphia Eagles,L 20-27,L -3,@,Washington Redskins,O 45,
Sun,Oct 16 2016,4:05,,Kansas City Chiefs,W 26-10,W -1,@,Oakland Raiders,U 46.5,
Sun,Oct 16 2016,4:25,@,Green Bay Packers,L 16-30,L -5,,Dallas Cowboys,U 47,
Sun,Oct 16 2016,4:26,@,Seattle Seahawks,W 26-24,L -7,,Atlanta Falcons,O 45.5,
Sun,Oct 16 2016,8:32,@,Houston Texans,W 26-23 (OT),P -3,,Indianapolis Colts,O 47.5,
Mon,Oct 17 2016,8:30,@,Arizona Cardinals,W 28-3,W -7,,New York Jets,U 45.5,
