Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,Jan 1 2017,1:00,,Baltimore Ravens,L 10-27,L -2.5,@,Cincinnati Bengals,U 40.5,
Sun,Jan 1 2017,1:00,@,Indianapolis Colts,W 24-20,L -5.5,,Jacksonville Jaguars,U 48.5,
Sun,Jan 1 2017,1:00,,New England Patriots,W 35-14,W -7.5,@,Miami Dolphins,O 47,
Sun,Jan 1 2017,1:00,@,Minnesota Vikings,W 38-10,W -6,,Chicago Bears,O 44,
Sun,Jan 1 2017,1:00,,Buffalo Bills,L 10-30,L -3.5,@,New York Jets,U 43,
Sun,Jan 1 2017,1:00,@,Philadelphia Eagles,W 27-13,W -6.5,,Dallas Cowboys,U 44,
Sun,Jan 1 2017,1:00,@,Pittsburgh Steelers,W 27-24 (OT),P -3,,Cleveland Browns,O 41.5,
Sun,Jan 1 2017,1:00,@,Tampa Bay Buccaneers,W 17-16,L -3,,Carolina Panthers,U 44.5,
Sun,Jan 1 2017,1:00,@,Tennessee Titans,W 24-17,W -3,,Houston Texans,U 41.5,
Sun,Jan 1 2017,4:25,@,Atlanta Falcons,W 38-32,L -7.5,,New Orleans Saints,O 58.5,
Sun,Jan 1 2017,4:25,@,Denver Broncos,W 24-6,W -1,,Oakland Raiders,U 40,
Sun,Jan 1 2017,4:25,,Arizona Cardinals,W 44-6,W -7,@,Los Angeles Rams,O 39,
Sun,Jan 1 2017,4:25,,Kansas City Chiefs,W 37-27,W -5.5,@,San Diego Chargers,O 45,
Sun,Jan 1 2017,4:25,,Seattle Seahawks,W 25-23,L -11.5,@,San Francisco 49ers,O 45,
Sun,Jan 1 2017,4:25,@,Washington Redskins,L 10-19,L -9,,New York Giants,U 47.5,
Sun,Jan 1 2017,8:30,,Green Bay Packers,W 31-24,W -3.5,@,Detroit Lions,O 50,
