Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Oct 20, 2016",8:26,@,Green Bay Packers,W 26-10,W -7.5,,Chicago Bears,U 46.5,
Sun,"Oct 23, 2016",9:31,N,New York Giants,W 17-10,W -2.5,,Los Angeles Rams,U 44.5,at London
Sun,"Oct 23, 2016",1:02,@,Cincinnati Bengals,W 31-17,W -11,,Cleveland Browns,O 46.5,
Sun,"Oct 23, 2016",1:02,,Washington Commanders,L 17-20,L -1,@,Detroit Lions,U 50,
Sun,"Oct 23, 2016",1:02,@,Jacksonville Jaguars,L 16-33,L -2,,Oakland Raiders,O 47.5,
Sun,"Oct 23, 2016",1:02,,Buffalo Bills,L 25-28,L -2.5,@,Miami Dolphins,O 46,
Sun,"Oct 23, 2016",1:02,,Minnesota Vikings,L 10-21,L -3,@,Philadelphia Eagles,U 39,
Sun,"Oct 23, 2016",1:02,@,Tennessee Titans,L 26-34,L -4,,Indianapolis Colts,O 48,
Sun,"Oct 23, 2016",1:03,@,Kansas City Chiefs,W 27-21,L -7,,New Orleans Saints,U 51.5,
Sun,"Oct 23, 2016",1:04,@,New York Jets,W 24-16,W -2.5,,Baltimore Ravens,P 40,
Sun,"Oct 23, 2016",4:05,@,Atlanta Falcons,L 30-33 (OT),L -4.5,,San Diego Chargers,O 52.5,
Sun,"Oct 23, 2016",4:05,@,San Francisco 49ers,L 17-34,L -1,,Tampa Bay Buccaneers,O 45,
Sun,"Oct 23, 2016",4:25,,New England Patriots,W 27-16,W -7.5,@,Pittsburgh Steelers,U 49,
Sun,"Oct 23, 2016",8:30,@,Arizona Cardinals,T 6-6 (OT),L -2.5,,Seattle Seahawks,U 43,
Mon,"Oct 24, 2016",8:30,@,Denver Broncos,W 27-9,W -8.5,,Houston Texans,U 40,
