Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Nov 17, 2016",8:25,@,Carolina Panthers,W 23-20,L -3.5,,New Orleans Saints,U 52.5,
Sun,"Nov 20, 2016",1:00,@,Cincinnati Bengals,L 12-16,L -2.5,,Buffalo Bills,U 48,
Sun,"Nov 20, 2016",1:00,,Pittsburgh Steelers,W 24-9,W -8,@,Cleveland Browns,U 45.5,
Sun,"Nov 20, 2016",1:00,@,Dallas Cowboys,W 27-17,W -7,,Baltimore Ravens,U 44.5,
Sun,"Nov 20, 2016",1:00,@,Detroit Lions,W 26-19,W -5.5,,Jacksonville Jaguars,U 47,
Sun,"Nov 20, 2016",1:00,@,Indianapolis Colts,W 24-17,W -3,,Tennessee Titans,U 53.5,
Sun,"Nov 20, 2016",1:00,@,Kansas City Chiefs,L 17-19,L -7,,Tampa Bay Buccaneers,U 45,
Sun,"Nov 20, 2016",1:00,@,Minnesota Vikings,W 30-24,W -2,,Arizona Cardinals,O 39.5,
Sun,"Nov 20, 2016",1:00,@,New York Giants,W 22-16,L -7,,Chicago Bears,U 41.5,
Sun,"Nov 20, 2016",4:05,@,Los Angeles Rams,L 10-14,L -1,,Miami Dolphins,U 39,
Sun,"Nov 20, 2016",4:25,,New England Patriots,W 30-17,W -10.5,@,San Francisco 49ers,U 51.5,
Sun,"Nov 20, 2016",4:25,@,Seattle Seahawks,W 26-15,W -6.5,,Philadelphia Eagles,U 42.5,
Sun,"Nov 20, 2016",8:30,@,Washington Commanders,W 42-24,W -3,,Green Bay Packers,O 48,
Mon,"Nov 21, 2016",8:30,N,Oakland Raiders,W 27-20,W -6.5,,Houston Texans,O 45.5,at Mexico City
